Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
The Boston Foundation,Year Up,"1,000",2013,1 month,Education,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating support
The Boston Foundation,"Youthbuild Boston, Inc.","1,000",2013,1 month,Community Development,Student retention,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating support
The Burton Family Foundation,Inner-City Scholarship Fund,"1,000",2013,1 year,Not Specified,Education,At-risk youth,General support,Cash grants,General
The Cosette Charitable Fund,"Brookline Community Foundation, Inc.","1,000",2013,1 year,Not Specified,Foundations,Low-income people,General support,Cash grants,General purposes
"The Dr. Anne H. Addington Fund, Inc.",Nativity Boston,"1,000",2013,1 month,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating
The F. B. Heron Foundation,Massachusetts Alliance of Portuguese Speakers (MAPS),"1,000",2013,1 month,Not Specified,Immigrant services,LGBTQ people; Ethnic and racial groups; Immigrants and migrants; Immigrants; Victims and oppressed people,General support,Cash grants,For General Support
The Gitlitz Family Foundation,Bostongives Inc,"1,000",2013,1 month,Not Specified,Philanthropy,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth,Not Specified,Cash grants,Not Specified
The Lodish Family Foundation Inc.,"Brookline Community Foundation, Inc.","1,000",2013,1 year,Not Specified,Graduate and professional education,Low-income people,General support,Cash grants,Unrestricted contribution
The Menemsha Family Fund F/K/A New Directions Foundation,Nurtury,"1,000",2013,1 year,Not Specified,Child care,Infants and toddlers; Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,"All contributions were made for the general, charitable, educational or scientific purpose of each organization"
The Midvale Foundation,Sphinx Head Society Inc,"1,000",2013,1 year,Not Specified,Arts and culture,Children and youth; People of Latin American descent; Low-income people,Capital campaigns,Cash grants,Capital Funds Campaign
"The Pfizer Foundation, Inc.",Armenian Cultural Association of America Inc,"1,000",2013,1 month,Not Specified,Cultural awareness,Ethnic and racial groups,Not Specified,Cash grants,Not Specified
The Pittsburgh Foundation,Rian Immigrant Center,"1,000",2013,1 month,Not Specified,Human services,Immigrants and migrants; Immigrants; Economically disadvantaged people,Individual development,Cash grants,For the Solas Awards Dinner
The Robert F. Higgins Foundation,Inner-City Scholarship Fund,"1,000",2013,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Catholics; Low-income people; At-risk youth; Students,General support,Cash grants,General
The Robert G. Segel and Janice L. Sherman Family Foundation,Steppingstone Foundation,"1,000",2013,1 month,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
The Shane Foundation,Steppingstone Foundation,"1,000",2013,1 year,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General
The Sooner Foundation,Robert F. Kennedy Children's Action Corps,"1,000",2013,1 year,Not Specified,Special needs education,People with disabilities,Program support,Cash grants,"Children and youth services, specialized education for visually impaired and learning disabled children"
The Upstream Foundation,Alma Del Mar Foundation Inc,"1,000",2013,1 year,Not Specified,Education,Students,Program support,Cash grants,"The organization's primary activity is to support by contributions, other organizations qualifying for exemption under section 501(C)(3) of the internal revenue code. The trustees choose these organizations based upon their knowledge of the organizations' activities. No contributions, grants, loans etc. Are made to individuals. The organization does not presently receive applications or conduct programs for donations in its activities."
The White Companies Charitable Trust,Salem State University,"1,000",2013,1 year,Not Specified,University education,People of African descent,Scholarships,Cash grants,Scholarship fund
"Tremont Street Foundation, Inc.",The Food Project,"1,000",2013,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Social
Verizon Foundation,India Society of Worcester,"1,000",2013,1 month,Not Specified,Arts and culture,Economically disadvantaged people; Low-income people,Not Specified,Cash grants,Not Specified
Verrochi Family Charitable Trust,DotWell,"1,000",2013,1 year,Not Specified,Family services,Children and youth,Program support,Cash grants,Dorchester family school initiative
"Webster Five Foundation, Inc.",Bottom Line,"1,000",2013,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,General support,Cash grants,For general support
Westport Fund,"Tenacity, Inc.","1,000",2013,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General Support
"Arbella Insurance Foundation, Inc.",Robert F. Kennedy Children's Action Corps,"1,000",2013,1 year,Not Specified,Child welfare,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth; People with disabilities,Program support,Cash grants,Children/Families/Youth Programs
Aubert J. Fay Charitable Fund,UTEC,"1,000",2013,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Program support,Cash grants,"Donations made for charitable, religious, and educational purposes in lowell ma."
"Bank of America Charitable Foundation, Inc.","The Immigrant Learning Center, Inc.","1,000",2013,1 month,Not Specified,ESL and second language acquisition,Ethnic and racial groups; Immigrants; Refugees and displaced people; Low-income people; Students,General support; Program support,Cash grants,For PROGRAM/OPERATING SUPPORT
Barr Foundation,Asian American Resource Workshop Inc,"1,000",2013,1 month,Community,Human services,People of Asian descent; Economically disadvantaged people; Low-income people,General support,Cash grants,For Holiday Grant - Operating Support
Barr Foundation,Sociedad Latina,"1,000",2013,1 month,Arts & Culture,Human services,Children and youth; Women and girls; People of Latin American descent; Economically disadvantaged people; Low-income people; Substance abusers,General support,Cash grants,For Holiday Grant - Operating Support
Barr Foundation,Alternatives for Community and Environment,"1,000",2013,1 month,Environment,Environment,Economically disadvantaged people; Low-income people,General support,Cash grants,For Holiday Grant - Operating Support
Barr Foundation,SquashBusters Inc.,"1,000",2013,1 month,Health and Human Services,Human services,Children and youth; Economically disadvantaged people; Low-income people,General support,Cash grants,For Holiday Grant - Operating Support
Carson Foundation,Martha's Vineyard Museum Inc,"1,000",2013,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,General operating
Catherine & Paul Buttenwieser Foundation,"Artists for Humanity, Inc.","1,000",2013,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General
"Charlotte Palmer Phillips Foundation, Inc.",Boston Childrens Chorus,"1,000",2013,1 month,Not Specified,Vocal music,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
CLF Foundation,"Epiphany School, Inc.","1,000",2013,1 month,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,For annual fund
Community Foundation of New Jersey,"Martha's Vineyard Hospital, Inc.","1,000",2013,1 month,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,Not Specified,Cash grants,Not Specified
Community Foundation of New Jersey,"Martha's Vineyard Hospital, Inc.","1,000",2013,1 month,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,Not Specified,Cash grants,Not Specified
Community Foundation of New Jersey,"Martha's Vineyard Hospital, Inc.","1,000",2013,1 month,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,Not Specified,Cash grants,Not Specified
"David and June Kim Foundation, Inc.",Boston Youth Symphony Orchestras,"1,000",2013,1 year,Not Specified,Orchestral music,Children and youth; Adults; Ethnic and racial groups; Students,Not Specified,Cash grants,Charity
Du Bois Charitable Trust,Summer Search Boston,"1,000",2013,1 month,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Edwards Lienhart Family Foundation,"United for a Fair Economy, Inc.","1,000",2013,1 year,Not Specified,Social rights,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,Unrestricted-general Fund support
Elbridge & Evelyn Stuart Foundation,Martha's Vineyard Museum Inc,"1,000",2013,1 year,Not Specified,Graduate and professional education,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,General use
Eugene F. Fay Trust,Unitarian Universalist Association,"1,000",2013,1 year,Not Specified,Antidiscrimination,Low-income people,General support,Cash grants,General operating purposes
Grandin Family Foundation,"Community Servings, Inc.","1,000",2013,1 month,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,For operational support
Grassroots Infrastructure Charitable Foundation,Grow Native Massachusetts Inc.,"1,000",2013,1 month,Not Specified,Biodiversity,Ethnic and racial groups,Program support,Cash grants,To further recipient's tax-exempt purpose
Greater Kansas City Community Foundation,Youth Enrichment Services (YES),"1,000",2013,1 month,Youth Development,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Greater Washington Community Foundation,"Community Servings, Inc.","1,000",2013,1 month,Human Services; HUM - Food Services,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
James and Elizabeth Pickman Foundation Inc.,Permanent Endowment for Marthas Vineyard Inc,"1,000",2013,1 month,Not Specified,Foundations,Age Groups; Family relationships; Ethnic and racial groups; Social and economic status; Health; Work status and occupations,Not Specified,Cash grants,Not Specified
Jarabek Family Charitable Foundation,Holy Name Church,"1,000",2013,1 year,Not Specified,Catholicism,People of African descent; Catholics,Program support,Cash grants,Support & maintenance of programs
John S. and Amy S. Weinberg Foundation,"Martha's Vineyard Hospital, Inc.","1,000",2013,1 year,Not Specified,Philanthropy,Age Groups; Ethnic and racial groups; Social and economic status; Health,Not Specified,Cash grants,All contributions were made to the general purpose fund of public charitable organizations that were classified under Section 501(C)(3) of the Internal Revenue Code.
Jon & Kathy Savitz Foundation,Weston Metco Scholarship Fund Inc,"1,000",2013,1 year,Not Specified,Philanthropy,Adolescents; Ethnic and racial groups; Low-income people; Academics,Scholarships,Cash grants,ALL CONTRIBUTIONS WERE MADE TO THE GENERAL PURPOSE FUND OF PUBLIC CHARITABLE ORGANIZATIONS THAT WERE CLASSIFIED UNDER SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE
Jones/Lippincott Family Foundation,SquashBusters Inc.,"1,000",2013,1 month,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,For general purposes
Katharine L. W. and Winthrop M. Crane III Charitable Foundation,Project Native,"1,000",2013,1 year,Not Specified,Plant biodiversity,Children and youth; American Indians,Program support,Cash grants,Charity (for education programs)
Lars Foundation,Cbmm,"1,000",2013,1 year,Not Specified,Not Specified,Men and boys; People of African descent,Not Specified,Cash grants,Contribution
"Lovett/Woodsum Family Charitable Foundation, Inc.",Inner-City Scholarship Fund,"1,000",2013,1 year,Not Specified,Education,At-risk youth,General support,Cash grants,Unrestricted
Matthew J. & Gilda F. Strazzula Foundation,"Hyde Square Task Force, Inc.","1,000",2013,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Educational support
Modera Charitable Foundation,Boston Childrens Chorus,"1,000",2013,1 year,Not Specified,Vocal music,Children; Ethnic and racial groups; Low-income people; Students,Financial sustainability,Cash grants,Charitable Event
New York Community Trust,"GreenLight Fund, Inc.","1,000",2013,1 month,Community Development,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,For general support
New York Community Trust,"Martha's Vineyard Hospital, Inc.","1,000",2013,1 month,Health Services,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,For general support
New York Community Trust,"Brookline Community Foundation, Inc.","1,000",2013,1 month,Social Services & Welfare,Foundations,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,For the support of the Grimke Event Fund
Noel-Shoemaker Family Foundation,Year Up,"1,000",2013,1 year,Not Specified,Human services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Seattle Division
"Normandie Foundation, Inc.",Wôpanâak Language Reclamation Project,"1,000",2013,1 year,Not Specified,Education,Students,Program support,Cash grants,Educational activities
Northeast Charitable Trust,"Martha's Vineyard Hospital, Inc.","1,000",2013,1 month,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,Program support,Cash grants,For general
"O.C.F. Foundation, Inc.",Project Native,"1,000",2013,1 year,Not Specified,Plant biodiversity,American Indians,Program support,Cash grants,Charitable support
Oristaglio Family Foundation,Kaji Aso Studio Inc,"1,000",2013,1 year,Not Specified,Arts and culture,People of East Asian descent,Program support,Cash grants,Charity's exempt purpose
Pat D'Arrigo Charitable Trust,Nativity Boston,"1,000",2013,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
Pat D'Arrigo Charitable Trust,Planning Office for Urban Affairs Inc,"1,000",2013,1 year,Not Specified,Urban planning,Low-income people,General support,Cash grants,General support
"Patricia and David Schulte Foundation, Inc.",Martha's Vineyard Museum Inc,"1,000",2013,1 month,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,For unrestricted support
Pechet Foundation,Beacon Academy Inc,"1,000",2013,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Not Specified,Cash grants,Not Specified
Phillips Family Foundation,Boston Youth Symphony Orchestras,"1,000",2013,1 month,Not Specified,Performing arts,Children and youth; Adults; Ethnic and racial groups; Students,Annual campaigns,Cash grants,"For annual fund, performing arts"
Sherbrooke Family Charitable Trust,"Epiphany School, Inc.","1,000",2013,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,To address community needs
Sherry and Alan Leventhal Family Foundation,Building Educated Leaders for Life Foundation,"1,000",2013,1 year,Not Specified,Out-of-school learning,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Support talent show
Shethar Foundation Inc,Boston Plan for Excellence (BPE),"1,000",2013,1 month,Not Specified,Elementary and secondary education,Children and youth; Adults; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,For general purpose
Silicon Valley Community Foundation,Unitarian Universalist Association,"1,000",2013,1 month,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,Not Specified,Cash grants,Not Specified
Stevenson Family Charitable Trust,Year Up,"1,000",2013,1 year,Not Specified,Philanthropy,Low-income people,Not Specified,Cash grants,Charitable
TD Charitable Foundation,Boston Chinatown Neighborhood Center,"1,000",2013,1 month,Not Specified,Human services,People of Asian descent; Immigrants and migrants; Economically disadvantaged people,Program support,Cash grants,For Staff Development Training Grant
The A.M. Fund,Boston Employment Service,"1,000",2013,1 year,Not Specified,Education services,Academics,General support,Cash grants,General funding
The Boston Foundation,Freedom House,"1,000",2013,1 month,Social Services,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating support
The Boston Foundation,"Massachusetts Advocates for Children, Inc.","1,000",2013,1 month,Civic Affairs,Child advocacy,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; People with disabilities,General support,Cash grants,For general operating support
The Boston Foundation,Viet-Aid,"1,000",2013,1 month,Community Development,Community improvement,People of Southeast Asian descent; Immigrants and migrants; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,Dimock Community Health Center,"1,000",2013,1 month,Health,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,Action for Boston Community Development,"1,000",2013,1 month,Community Development,Human services,Children and youth; Adults; Families; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,"Community Servings, Inc.","1,000",2013,1 month,Social Services,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,For general operating support
The Boston Foundation,Steps to Success,"1,000",2013,1 month,Education,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating support
The Boston Foundation,Action for Boston Community Development,"1,000",2013,1 month,Community Development,Human services,Children and youth; Adults; Families; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,Museum of African American History,"1,000",2013,1 month,Cultural Inst. Arts & Humanities,History museums,People of African descent,General support,Cash grants,For general operating support
The Boston Foundation,Nurtury,"1,000",2013,1 month,Social Services,Child care,Infants and toddlers; Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating support
The Boston Foundation,"Community Servings, Inc.","1,000",2013,1 month,Social Services,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,For general operating support
The Boston Foundation,"Breakthrough Greater Boston, Inc.","1,000",2013,1 month,Education,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating support
The Boston Foundation,Mother Caroline Academy &Education Center,"1,000",2013,1 month,Education,Middle school education,Young girls; Preteen girls; Ethnic and racial groups; Catholics; Low-income people; Students,General support,Cash grants,For general operating support
The Boston Foundation,Dimock Community Health Center,"1,000",2013,1 month,Health,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,Museum of African American History,"1,000",2013,1 month,Cultural Inst. Arts & Humanities,History museums,People of African descent,General support,Cash grants,For general operating support
The Boston Foundation,Cambridge Public Access Corporation Inc,"1,000",2013,1 month,Education,Television,Age Groups; Gender and sexual identity; Ethnic and racial groups; Social and economic status,General support,Cash grants,For general operating support
The Boston Foundation,Origination 006447,"1,000",2013,1 month,Cultural Inst. Arts & Humanities,Cultural awareness,Children and youth; People of African descent,General support,Cash grants,For general operating support
The Boston Foundation,Boston Employment Service,"1,000",2013,1 month,Community Development,Job training,Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,Casa Nueva Vida,"1,000",2013,1 month,Social Services,Homeless shelters,Children and youth; Women and girls; People of Latin American descent; Homeless people; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,"Epiphany School, Inc.","1,000",2013,1 month,Education,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,For general operating support
The Boston Foundation,"Theater Offensive, Inc.","1,000",2013,1 month,Cultural Inst. Arts & Humanities,Theater,LGBTQ people; Ethnic and racial groups,General support,Cash grants,For general operating support
The Boston Foundation,Cambridge Multicultural Arts Center,"1,000",2013,1 month,Cultural Inst. Arts & Humanities,Cultural awareness,Ethnic and racial groups; People of Asian descent; People of African descent; People of European descent; Indigenous peoples; Multiracial people,General support,Cash grants,For general operating support
The Boston Foundation,Inner-City Scholarship Fund,"1,000",2013,1 month,Education,Education,Children and youth; Ethnic and racial groups; Catholics; Low-income people; At-risk youth; Students,General support,Cash grants,For general operating support
The Boston Foundation,UTEC,"1,000",2013,1 month,Social Services,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,Boston Youth Symphony Orchestras,"1,000",2013,1 month,Cultural Inst. Arts & Humanities,Orchestral music,Children and youth; Adults; Ethnic and racial groups; Students,General support,Cash grants,For general operating support
The Boston Foundation,SquashBusters Inc.,"1,000",2013,1 month,Social Services,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,"Artists for Humanity, Inc.","1,000",2013,1 month,Cultural Inst. Arts & Humanities,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support
The Comegys Bight Charitable Foundation,Haitian Coalition of Somerville,"1,000",2013,1 year,Not Specified,Immigrant services,People of African descent; Immigrants and migrants; Low-income people,General support,Cash grants,General
"The Dolphin Foundation, Inc.","United for a Fair Economy, Inc.","1,000",2013,1 year,Not Specified,Public finance,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Advocacy,Cash grants,Support
"The Focus Foundation, Inc.","Artists for Humanity, Inc.","1,000",2013,1 month,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,For general purposes
The Gabrieli Family Foundation,Interise,"1,000",2013,1 year,Not Specified,Bird preservation,Ethnic and racial groups; Low-income people,General support,Cash grants,General Charitable Benefit
The Gabrieli Family Foundation,"Neighbor to Neighbor Massachusetts Education Fund, Inc.","1,000",2013,1 year,Not Specified,Bird preservation,Ethnic and racial groups; Low-income people,General support,Cash grants,General Charitable Benefit
The Goodnow Fund,The Trustees of Reservations,"1,000",2013,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,General Support
The Greater New Orleans Foundation,"Martha's Vineyard Hospital, Inc.","1,000",2013,1 month,Health,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,Not Specified,Cash grants,Not Specified
The Joelson Foundation,The Trustees of Reservations,"1,000",2013,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,General Operating Support
The John R. and Kiendl Dauphinot Gordon Fund,"Epiphany School, Inc.","1,000",2013,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Charitable Purposes
The Loftus Family Foundation,InnerCity Weightlifting,"1,000",2013,1 year,Not Specified,Youth development,Economically disadvantaged people,General support,Cash grants,General & Unrestricted
The MacLean Charitable Foundation,Planning Office for Urban Affairs Inc,"1,000",2013,1 year,Not Specified,Education,Low-income people,Capacity-building and technical assistance,Cash grants,To help further their exempt purpose
"The Pfizer Foundation, Inc.",Dimock Community Health Center,"1,000",2013,1 month,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
"The Pfizer Foundation, Inc.",Bottom Line,"1,000",2013,1 month,Not Specified,College preparation,Children and youth; Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Not Specified
The RJG Charitable Foundation,"Epiphany School, Inc.","1,000",2013,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
The Robert and Cynthia Marr Charitable Foundation,St Mary's Women and Children Center,"1,000",2013,1 year,Not Specified,Homeless shelters,Children and youth; Women and girls; Ethnic and racial groups; Homeless people; Low-income people,Program support,Cash grants,Charitable
The Robert F. Higgins Foundation,Summer Search Boston,"1,000",2013,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General
"The Slater Foundation, Inc.","Artists for Humanity, Inc.","1,000",2013,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted
The Vitale Family Foundation Inc.,Year Up,"1,000",2013,1 year,Not Specified,Human services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Chicago Division
Wyman-Gordon Foundation,WORCESTER COMMON GROUND INC,"1,000",2013,1 year,Not Specified,Education,Families; Multiracial people; Economically disadvantaged people; Low-income people,Continuing support,Cash grants,Annual Grant
Boston Sand & Gravel Company Charitable Foundation,"MissionSAFE: A New Beginning, Inc.","1,000",2013,1 year,Not Specified,Philanthropy,Low-income people,Financial sustainability,Cash grants,Charitable donation to public charity
Essex County Community Foundation,Notre Dame Cristo Rey High School,"1,000",2013,1 month,Educational,Secondary education,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,Scholarships,Cash grants,For scholarship
Essex County Community Foundation,Notre Dame Cristo Rey High School,"1,000",2013,1 month,Educational,Secondary education,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,Scholarships,Cash grants,For scholarship
Essex County Community Foundation,Notre Dame Cristo Rey High School,"1,000",2013,1 month,Educational,Secondary education,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,Scholarships,Cash grants,For scholarship
Fidelity Foundation,"The Match School Foundation, Inc.","1,000",2013,1 month,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Greater Washington Community Foundation,Lenny Zakim Fund,"1,000",2013,1 month,Community & Economic Development,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
"Lovett/Woodsum Family Charitable Foundation, Inc.",Future Chefs,"1,000",2013,1 year,Not Specified,Community and economic development,Adolescents,General support,Cash grants,Unrestricted
"MacPherson Fund, Inc.","Youthbuild Boston, Inc.","1,000",2013,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General fund
Morgan Stanley Foundation,SquashBusters Inc.,"1,000",2013,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
"Simon Family Philantropic Foundation, Inc.",Lenny Zakim Fund,"1,000",2013,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Equal access,Cash grants,General & Unrestricted
"Staples Foundation, Inc.",United Negro College Fund,"1,000",2013,1 year,Not Specified,Higher education,Ethnic and racial groups; People of African descent; Low-income people; Academics,Regranting; Fundraising,Cash grants,Not Specified
"Staples Foundation, Inc.",Cristo Rey Boston High School,"1,000",2013,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Not Specified
The Boston Foundation,Lenny Zakim Fund,"1,000",2013,1 month,Other,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,United Negro College Fund,"1,000",2013,1 month,Education,Higher education,Ethnic and racial groups; People of African descent; Low-income people; Academics,General support,Cash grants,For general operating support
The Henry and Marilyn Taub Foundation,Lenny Zakim Fund,"1,000",2013,1 month,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,For general operating support
The Mazur Family Foundation,Jumpstart for Young Children,"1,000",2013,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Charitable
The Wolf Family Charitable Trust,Food Project,"1,000",2013,1 month,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,For general purposes
"The Liberty Mutual Foundation, Inc.",Bottom Line,955,2013,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Matching contribution
Boston Sand & Gravel Company Charitable Foundation,Ron Burton Training Village Camp,900,2013,1 year,Not Specified,Philanthropy,Boys; Ethnic and racial groups; Low-income people,Program support,Cash grants,CHARITABLE DONATION TO PUBLIC CHARITY
"The Liberty Mutual Foundation, Inc.",Boston Youth Symphony Orchestras,869,2013,1 year,Not Specified,Orchestral music,Adolescents,Not Specified,Cash grants,Matching contribution
"The Liberty Mutual Foundation, Inc.",Nurtury,857,2013,1 year,Not Specified,Child care,Infants and toddlers; Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Matching contribution
"The Liberty Mutual Foundation, Inc.",Cambodian Mutual Assist. Assoc. of Greater Lowell,838,2013,1 year,Not Specified,Immigrant services,People of Southeast Asian descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Matching contribution
"Arbella Insurance Foundation, Inc.",Summer Search Boston,800,2013,1 year,Not Specified,Child welfare,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Children/Families/Youth Programs
"The Liberty Mutual Foundation, Inc.",Andover Committee for A Better Chance Inc,775,2013,1 year,Not Specified,Elementary and secondary education,Children and youth; Students,Not Specified,Cash grants,Matching contribution
