Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
Fidelity Investments Charitable Gift Fund,Cairn Hill Inc,500,2016,1 year,Not Specified,Christianity,Christians,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Black Rock Cares,500,2016,1 year,Not Specified,Diseases and conditions,People of African descent,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Youth Symphony Orchestras,500,2016,1 year,Not Specified,Orchestral music,Adolescents,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cathedral High School Inc,500,2016,1 year,Not Specified,Secondary education,Adolescent boys; People of Latin American descent,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,The Food Project,500,2016,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,The Food Project,500,2016,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,New England Blacks in Philanthropy,500,2016,1 year,Not Specified,Philanthropy,Children and youth; Adults; Ethnic and racial groups; People of African descent; Social and economic status; Work status and occupations,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Building Educated Leaders for Life Foundation,500,2016,1 year,Not Specified,Out-of-school learning,Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Coalition For Social Justice Education Fund,500,2016,1 year,Not Specified,Human services,Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Fenway Sidney Borum Community Health Center,500,2016,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Brookline Community Foundation, Inc.",500,2016,1 year,Not Specified,Foundations,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),500,2016,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Hyde Square Task Force, Inc.",500,2016,1 year,Not Specified,Community improvement,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,The Good Shepherd School,500,2016,1 year,Not Specified,Early childhood education,Children; Ethnic and racial groups; Catholics; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Year Up,500,2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Hyde Square Task Force, Inc.",500,2016,1 year,Not Specified,Community improvement,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Alternatives for Community and Environment,500,2016,1 year,Not Specified,Environmental justice,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Artists for Humanity, Inc.",500,2016,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,The Food Project,500,2016,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Wide Horizons for Children, Inc.",500,2016,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Fenway Sidney Borum Community Health Center,500,2016,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Fenway Sidney Borum Community Health Center,500,2016,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Brookline Community Foundation, Inc.",500,2016,1 year,Not Specified,Foundations,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,The Food Project,500,2016,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Robert F. Kennedy Children's Action Corps,500,2016,1 year,Not Specified,Child welfare,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth; People with disabilities,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Robert F. Kennedy Children's Action Corps,500,2016,1 year,Not Specified,Child welfare,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth; People with disabilities,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Brookline Community Foundation, Inc.",500,2016,1 year,Not Specified,Foundations,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Brookline Community Foundation, Inc.",500,2016,1 year,Not Specified,Foundations,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),500,2016,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),500,2016,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Brookline Community Foundation, Inc.",500,2016,1 year,Not Specified,Foundations,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"United for a Fair Economy, Inc.",500,2016,1 year,Not Specified,Public finance,Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Greater Boston Morehouse College Alumni Associatio,500,2016,1 year,Not Specified,Higher education,Men and boys; People of African descent; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Bostongives Inc,500,2016,1 year,Not Specified,Philanthropy,At-risk youth,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Alternatives for Community and Environment,500,2016,1 year,Not Specified,Environmental justice,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Dover Land Conserv Trust,500,2016,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Robert F. Kennedy Children's Action Corps,500,2016,1 year,Not Specified,Child welfare,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth; People with disabilities,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,South End Community Health Center Inc,500,2016,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),500,2016,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Greater Boston Morehouse College Alumni Association,500,2016,1 year,Not Specified,Alumni relations,Men and boys; People of African descent; Academics; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Fenway Sidney Borum Community Health Center,500,2016,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Steppingstone Foundation,500,2016,1 year,Not Specified,College preparation,At-risk youth,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Year Up,500,2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Year Up,500,2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Steppingstone Foundation,500,2016,1 year,Not Specified,College preparation,At-risk youth,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Year Up,500,2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Year Up,500,2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Youth Symphony Orchestras,500,2016,1 year,Not Specified,Orchestral music,Adolescents,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,CATHEDRAL HIGH SCHOOL,500,2016,1 year,Not Specified,Secondary education,Adolescent boys; People of Latin American descent,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Wellesley Abc Program Inc,500,2016,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,The Center for Teen Empowerment,500,2016,1 year,Not Specified,Youth organizing,Adolescent girls; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,United South End Settlements,500,2016,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Greater Washington Community Foundation,"United for a Fair Economy, Inc.",500,2016,1 year,Community & Economic Development,Urban development,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Program support,Cash grants,Not Specified
Highland Street Foundation,Summer Search Boston,500,2016,1 year,Not Specified,Environment,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Public Charity For the environment.
Lubrano Family Charitable Foundation,Steppingstone Foundation,500,2016,1 year,Not Specified,College preparation,At-risk youth,Program support,Cash grants,Housing
"Marcia Brady Tucker Foundation, Inc.",Wellfleet Conservation Trust,500,2016,1 year,Not Specified,Land resources,Indigenous peoples,Program support,Cash grants,Environmental
"Memorial Fund, Inc.",Year Up,500,2016,1 year,Not Specified,Education services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Education
Morgan Stanley Global Impact Funding Trust Inc,"Brookline Community Foundation, Inc.",500,2016,1 year,Not Specified,Foundations,Low-income people,General support,Cash grants,General support
Nancy & Maurice Lazarus Fund,The Food Project,500,2016,1 year,Not Specified,Basic and emergency aid,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General purposes
Paul W. DiMaura Charitable Trust,"Martha's Vineyard Hospital, Inc.",500,2016,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,Not Specified,Cash grants,Support
Perley Family Charitable Foundation,The Trustees of Reservations,500,2016,1 year,Not Specified,Land resources,American Indians; Low-income people,Program support,Cash grants,To further charitable activity.
Price Chopper's Golub Foundation,WORCESTER INTERFAITH,500,2016,1 year,Not Specified,Interfaith,Ethnic and racial groups; Low-income people,General support; Capital campaigns,Cash grants,General support/capital campaign
Rubblestone Foundation,Alternatives for Community and Environment,500,2016,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted
Rubblestone Foundation,"United for a Fair Economy, Inc.",500,2016,1 year,Not Specified,Economic justice,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,Unrestricted
Schoenhut Family Foundation Inc,Homework House Inc,500,2016,1 year,Not Specified,Philanthropy,Children and youth; People of Latin American descent; Catholics; Students,Not Specified,Cash grants,Assist the organization in its charitable purposes
Seattle Foundation,Year Up,500,2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,To provide general support.
Seattle Foundation,Year Up,500,2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,To provide general support.
Sheerr Foundation,"Martha's Vineyard Hospital, Inc.",500,2016,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,General
The Baker Root Family Foundation,"Tenacity, Inc.",500,2016,1 year,Not Specified,Child welfare,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General Support - Child Welfare
"The Beggs Family Foundation, Inc.",The Trustees of Reservations,500,2016,1 year,Not Specified,Historic preservation,Low-income people,General support,Cash grants,Unrestricted funds
The Boston Foundation,Alternatives for Community and Environment,500,2016,1 year,Not Specified,Environment,Ethnic and racial groups; Low-income people,Equal access,Cash grants,Not Specified
The Boston Foundation,The Food Project,500,2016,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
The Boston Foundation,Boston City Singers,500,2016,1 year,Not Specified,Vocal music,Children and youth; Ethnic and racial groups,Not Specified,Cash grants,Not Specified
The Boston Foundation,Boston Youth Symphony Orchestras,500,2016,1 year,Not Specified,Orchestral music,Children and youth; Adults; Ethnic and racial groups; Students,Not Specified,Cash grants,Not Specified
The Boston Foundation,The Trustees of Reservations,500,2016,1 year,Not Specified,Environment,Low-income people,Land acquisitions,Cash grants,Not Specified
The Don & Carol Schmidgall Family Foundation,Year Up,500,2016,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General funds
The Rachel H. Kangisser and Philip Sher Charitable Trust,"Brookline Community Foundation, Inc.",500,2016,1 year,Not Specified,Foundations,Low-income people,Program support,Cash grants,Charitable gift
The Samuel and Tillie D. Cheiffetz Foundation,The Trustees of Reservations,500,2016,1 year,Not Specified,Historic preservation,American Indians,Program support,Cash grants,To preserve natural and historical places in MA
The Taniguchi Deane Family Foundation,Steppingstone Foundation,500,2016,1 year,Not Specified,Education,Low-income people; Students,Not Specified,Cash grants,Education Institution Support
We Share A Common Thread (jdcu),"Groundwork Lawrence, Inc.",500,2016,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
"Baird Foundation, Inc.",Cristo Rey Boston High School,500,2016,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,General charitable
"Bank of America Charitable Foundation, Inc.",Jumpstart for Young Children,500,2016,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,General support; Program support,Cash grants,Program/Operating Support
Ben & Kate Taylor Charitable Foundation,Friends of Camp Hale,500,2016,1 year,Not Specified,Camps,Children and youth,General support,Cash grants,General Operations & Support
Broughton Charitable Foundation,Minds Matter,500,2016,1 year,Not Specified,Out-of-school learning,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Charitable
Coghlin Services Fund,Family Health Center Of Worcester Inc,500,2016,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Community
Community Foundation of Western Massachusetts,OneHolyoke Community Development Corporation,500,2016,1 year,Arts & Culture,Arts and culture,Adolescents; Students,Not Specified,Cash grants,Holyoke High School Drama Club's Presentation of To Kill a Mockingbird
Community Foundation of Western Massachusetts,Country Dance & Song Society Inc,500,2016,1 year,Arts & Culture,Performing arts,Adults; Families; Ethnic and racial groups,Not Specified,Cash grants,Montague Common Hall
Community Foundation of Western Massachusetts,Hampshire Regional School District,500,2016,1 year,Education,Arts and culture,People of Asian descent,Program support; Travel awards,Cash grants,Japanese Taiko Drumming Field Trip
Cowie Family Charitable Trust,Beacon Academy Inc,500,2016,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,General
Fidelity Investments Charitable Gift Fund,Cristo Rey Boston High School,500,2016,1 year,Not Specified,Secondary education,Adolescents; Catholics; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Friends of Excel Academy Inc,500,2016,1 year,Not Specified,Charter school education,Preteens; Ethnic and racial groups; Immigrants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,SquashBusters Inc.,500,2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,500,2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,500,2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Acts Aboriginal Christian Training Services Inc,500,2016,1 year,Not Specified,Christianity,Indigenous peoples,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,500,2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,SquashBusters Inc.,500,2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,500,2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity School of Worcester,500,2016,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,SquashBusters Inc.,500,2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Margaret Fuller Neighborhood House,500,2016,1 year,Not Specified,Human services,Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cristo Rey Boston High School,500,2016,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,500,2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,College Bound Dorchester,500,2016,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,500,2016,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Youthbuild Boston, Inc.",500,2016,1 year,Not Specified,Student retention,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Youthbuild Boston, Inc.",500,2016,1 year,Not Specified,Student retention,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Conexion Inc,500,2016,1 year,Not Specified,Human services,People of Latin American descent; Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,500,2016,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,500,2016,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cristo Rey Boston High School,500,2016,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Adopt-A-Student,500,2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity Boston,500,2016,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity School of Worcester,500,2016,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Nativity School of Worcester,500,2016,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,SquashBusters Inc.,500,2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Saheli Inc,500,2016,1 year,Not Specified,Women's services,Women and girls; People of South Asian descent,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Bottom Line,500,2016,1 year,Not Specified,Education services,Adolescents; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Association,500,2016,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Association,500,2016,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",500,2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",500,2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",500,2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",500,2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Dare,500,2016,1 year,Not Specified,Family disability resources,Children and youth; Ethnic and racial groups; Low-income people; Victims of crime and abuse; People with disabilities,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Association,500,2016,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Jewish Vocational Service,500,2016,1 year,Not Specified,Employment,Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Sociedad Latina,500,2016,1 year,Not Specified,Child welfare,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Jewish Vocational Service,500,2016,1 year,Not Specified,Employment,Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Project Step, Symphony Hall",500,2016,1 year,Not Specified,Performing arts education,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Dartmouth Natural Resources Trust,500,2016,1 year,Not Specified,Natural resources,People of African descent; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Dartmouth Natural Resources Trust,500,2016,1 year,Not Specified,Natural resources,People of African descent; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Andover Committee for A Better Chance Inc,500,2016,1 year,Not Specified,Secondary education,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Saheli Inc,500,2016,1 year,Not Specified,Women's services,Women and girls; People of South Asian descent,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Martha's Vineyard Museum Inc,500,2016,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",500,2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",500,2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Jewish Vocational Service,500,2016,1 year,Not Specified,Employment,Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Grow Native Massachusetts Inc.,500,2016,1 year,Not Specified,Biodiversity,Ethnic and racial groups,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Jewish Vocational Service,500,2016,1 year,Not Specified,Employment,Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Martha's Vineyard Museum Inc,500,2016,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Andover Committee for A Better Chance Inc,500,2016,1 year,Not Specified,Secondary education,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Jewish Vocational Service,500,2016,1 year,Not Specified,Employment,Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,COMMUNITY WORKS INC,500,2016,1 year,Not Specified,Community and economic development,Economically disadvantaged people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Chinese Bible Church of Greater Lowell,500,2016,1 year,Not Specified,Christianity,People of East Asian descent,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Sportsmen's Tennis & Enrichment Center,500,2016,1 year,Not Specified,Racquet sports,Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Beacon Academy Inc,500,2016,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Emmanuel Gospel Center,500,2016,1 year,Not Specified,Human services,Ethnic and racial groups; Immigrants; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Jewish Vocational Service,500,2016,1 year,Not Specified,Employment,Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Saheli Inc,500,2016,1 year,Not Specified,Women's services,Women and girls; People of South Asian descent,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,United Negro College Fund Inc 013517,500,2016,1 year,Not Specified,Higher education,People of African descent; Low-income people,General support,Cash grants,Not Specified
Highland Street Foundation,Casa Esperanza Inc.,500,2016,1 year,Not Specified,Substance abuse treatment,Victims of crime and abuse,Program support,Cash grants,For community
Irene E. and George A. Davis Foundation,Art For The Soul Art Gallery Inc,500,2016,0.33 months,Not Specified,Arts and culture,People of African descent,Exhibitions,Cash grants,Bringing the Black Experience to Life through Childrens Books
