Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
Not Specified,"GreenLight Fund, Inc.","40,000",2017,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Program support,Cash grants,SUPPORT FOR CURRENT PROGRAMS
Not Specified,Neighborhood House Charter School,"40,000",2017,1 year,Not Specified,Arts and culture,People of African descent,Program support,Cash grants,Creative Arts Program
Not Specified,Dimock Community Health Center,"40,000",2017,1 year,Connecting Consumers with Care,Information and Communications,Ethnic and racial groups; Low-income people,Information and Referral,Cash grants,"The Dimock Center will utilize its practice management system to run registries of individuals who might be at risk of losing their coverage based on insurance transitions; lead workshops and information sessions at the health center and with community partner agencies to educate patients on how to apply for, enroll in, and maintain health coverage; notify patients within four to six weeks of application to ensured they received their coverage confirmation letter, remind them of any expiration or renewal dates, and confirm next steps to ensure coverage is maintained; set up alerts in the electronic health record to notify staff of coverage expiration dates a few weeks prior to flag patients that need help with renewal applications."
Not Specified,Family Health Center Of Worcester Inc,"40,000",2017,1 year,Connecting Consumers with Care,Health care administration and financing,Ethnic and racial groups; Low-income people,Information and Referral; Program support,Cash grants,"Family Health Center of Worcester will conduct outreach with partner agencies; advertise Navigator services in local media; review all eligibility determination letters received from Masshealth and the Connector, proactively contacting patients who were denied or lost coverage, and assist them in completing the application or re-applying; use multilingual call center software to send auto reminders and targeted messages to patients with impending deadlines; provide group information sessions at agencies that serve target population; and host monthly orientations for new patients to help them understand how to navigate services at the health center."
Not Specified,Edward M Kennedy Community Healthcenter Inc,"40,000",2017,1 year,Connecting Consumers with Care,Health care administration and financing,Ethnic and racial groups; Immigrants; Low-income people,Outreach; Network-building and collaboration; Program support,Cash grants,"Edward M. Kennedy will expand assistance on weekend hours; assist in educating about 13,500 Masshealth patients who will be impacted by changes related to the 1115 waiver and transition to the Accountable Care Organization model; verify the insurance status of current patients days in advance of upcoming appointments; work with insurers to identify members who are up for renewal and provide assistance; formalize an outreach and enrollment network to identify at-risk individuals and refer them to the Outreach/Enrollment team; and partner with community centers and places of worship."
Not Specified,Cathedral High School Inc,"40,000",2017,1 year,Not Specified,Secondary education,Adolescent boys; People of Latin American descent,Program support,Cash grants,SUPPORT FOR PROGRAMS
Not Specified,Chelsea Collaborative Inc,"40,000",2017,1 year,Not Specified,Out-of-school learning,Students,Advocacy,Cash grants,project support for the Chelsea Desea Sanar after school program
Not Specified,Grub Street Inc.,"40,000",2017,1 year,Not Specified,Community and economic development,Economically disadvantaged people,General support,Cash grants,GENERAL PURPOSE
Not Specified,"Groundwork Lawrence, Inc.","40,000",2017,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,General support,Cash grants,General operating support
Not Specified,"Hyde Square Task Force, Inc.","40,000",2017,1 year,Not Specified,Community improvement,Children and youth; Low-income people,General support,Cash grants,GENERAL SUPPORT
Not Specified,Adopt-A-Student,"40,000",2017,1 year,Not Specified,Elementary and secondary education,Children and youth; Students,Program support,Cash grants,Education
Not Specified,"Quincy Asian Resources, Inc.","40,000",2017,1 year,Educational Programs - Adult Language Literacy,ESL and second language acquisition,Students,Capacity-building and technical assistance; Program support,Cash grants,ESOL and Capacity Building
Not Specified,InnerCity Weightlifting,"40,000",2017,1 year,Employment Programs - Youth Job Readiness and Employment,Job training,Adults; Economically disadvantaged people,Program support; Internships,Cash grants,Innercity Weightlifting Student Apprenticeship Program (personal training career track) Growth
Not Specified,"Youthbuild Boston, Inc.","40,000",2017,1 year,Employment Programs - Youth Job Readiness and Employment,Job creation and workforce development,Young adults; Unemployed people,Not Specified,Cash grants,Sustainable Workforce Development Opportunities for Urban Youth
Not Specified,Future Chefs,"40,000",2017,1 year,Employment Programs - Youth Job Readiness and Employment,Job counseling,Adolescents; Economically disadvantaged people; Unemployed people,Program support,Cash grants,School to Career Programming
Not Specified,Beacon Academy Inc,"40,000",2017,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,Not Specified
Not Specified,The Trustees of Reservations,"40,000",2017,1 year,Not Specified,Environment,American Indians; Low-income people,Land acquisitions,Cash grants,Not Specified
Not Specified,SquashBusters Inc.,"40,000",2017,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Not Specified
Not Specified,AgitArte,"40,000",2017,1 year,Not Specified,Performing arts,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Not Specified,Union of Minority Neighborhoods,"40,000",2017,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,"Policy, advocacy and systems reform",Cash grants,Community identified issues
Not Specified,City Life/Vida Urbana,"40,000",2017,1 year,Not Specified,Ethnic and racial minority rights,People of Latin American descent; Low-income people,Advocacy,Cash grants,Important racial justice issues
Not Specified,Community Labor United,"40,000",2017,1 year,Not Specified,Labor rights,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Community identified issues
Not Specified,Congregacion Leon de Juda,"40,000",2017,1 year,Not Specified,Graduate and professional education,Economically disadvantaged people,General support,Cash grants,GENERAL USE
Not Specified,Huntington Theatre Company Inc.,"40,000",2017,1 year,Not Specified,Playwriting,People of Latin American descent,Presentations and productions,Cash grants,Community Access Jevenes en Accion
Not Specified,Year Up,"40,000",2017,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Student aid,Cash grants,YEAR UP PROVIDENCE TUITION ASSISTANCE FUND
Not Specified,Jumpstart for Young Children,"40,000",2017,1 year,Not Specified,Family services,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,PROGRAM SUPPORT
Not Specified,NorthStar Learning Centers,"39,787",2017,1 year,Not Specified,Education,Academics,Capital and infrastructure,Cash grants,CHILDCARE CAPITAL GRANT - BOSTON COLLEGE HS AT ST. MARY'S
Not Specified,"Refugee and Immigrant Assistance Center, Inc.","39,489",2017,1 year,Not Specified,Immigrant services,People of African descent; Immigrants; Refugees and displaced people; Low-income people,Research and evaluation; Individual development,Cash grants,SPONSORED RESEARCH SUB-AWARD
Not Specified,"Theater Offensive, Inc.","39,050",2017,1 year,Not Specified,Theater,LGBTQ people; Ethnic and racial groups,Residencies,Cash grants,"RESIDENCY, CREATION FUND, FORTH FUND"
Not Specified,CAMINO VERDE INC,"38,599",2017,1 year,Not Specified,Education,Indigenous peoples; Economically disadvantaged people; Farmers,Fundraising,Cash grants,FUNDS RAISED BY GLOBALGIVING AND DISBURSED TO MEET DONOR EXPECTATIONS
Not Specified,Ensemble Robot Incorporated,"38,346",2017,1 year,Not Specified,Performing arts,Ethnic and racial groups,General support; Program support,Cash grants,PROJECT/GENERAL OPERATING SUPPORT
Elisha V. Ashton Trust,Dimock Community Health Center,"37,700",2017,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,General
Richard & Susan Smith Family Foundation,Cambodian Mutual Assist. Assoc. of Greater Lowell,"37,688",2017,1 year,Human Services,Immigrant services,People of Southeast Asian descent; Immigrants and migrants; Low-income people,Building and renovations; Program expansion,Cash grants,"Capital grant for the buildout of the second floor of its facility, which will add space for current and expanded programming serving the Cambodian community, as well as the demolition of a garage in order to add parking and service capacity."
"American Cancer Society, Inc.",South End Community Health Center Inc,"37,500",2017,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Presentations and productions,Cash grants,Not Specified
Broadway Cares/Equity Fights Aids,"Community Servings, Inc.","37,500",2017,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,UNRESTRICTED
William J. & Lia G. Poorvu Family Foundation,New England Historic Geneological Society,"37,500",2017,1 year,Not Specified,Historic preservation,People of African descent; Academics,Presentations and productions,Cash grants,CHARITABLE
Fidelity Investments Charitable Gift Fund,Grub Street Inc.,"36,600",2017,1 year,Not Specified,Literature and writing,Adolescents; Adults; Ethnic and racial groups; Multiracial people,General support,Cash grants,For grant recipient's exempt purposes
Not Specified,Beacon Academy Inc,"36,600",2017,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,Contribution
Not Specified,City on A Hill Foundation Inc,"36,500",2017,1 year,Not Specified,Secondary education,Adolescents; People of African descent; People of Latin American descent; Low-income people; Students,General support,Cash grants,For grant recipient's exempt purposes
Not Specified,The City School,"36,500",2017,1 year,Not Specified,Community service for youth,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General Support
Not Specified,Centro Las Americas,"36,308",2017,1 year,Not Specified,Senior services,Seniors; People of Latin American descent,Program support,Cash grants,LATINO ELDER OUTREAC
Not Specified,"Wide Horizons for Children, Inc.","35,996",2017,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,Not Specified,Cash grants,Matching contribution
Not Specified,NUESTRAS RAICES INC,"35,953",2017,1 year,Economic Development,"Agriculture, fishing and forestry",Farmers,Program support,Cash grants,The Holyoke Food and Agriculture Innovation Center (HFAIC)
Not Specified,American Jewish Committee,"35,710",2017,1 year,Not Specified,Ethnic and racial minority rights,Jewish people,Not Specified,Cash grants,SUPPORT
Not Specified,UTEC,"35,406",2017,1 year,Human Services,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Not Specified,"La Alianza Hispana, Inc.","35,206",2017,1 year,Not Specified,Youth organizing,Low-income people,Not Specified,Cash grants,Community Impact
Not Specified,Year Up,"35,000",2017,1 year,Not Specified,In-patient medical care,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General
Not Specified,College Bound Dorchester,"35,000",2017,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General
Not Specified,Camp Harbor View Foundation Inc.,"35,000",2017,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,General support,Cash grants,PROGRAM/OPERATING SUPPORT
Not Specified,Year Up,"35,000",2017,1 year,Not Specified,Human services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,SHARING THE ALUMNI GENERATION
Not Specified,College Bound Dorchester,"35,000",2017,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,"College Bound Dorchester, established in 1965 as Federated Dorchester Neighborhood Houses, reframed its mission in 2008 to equip Dorchester students with the attitude, skills and experience to graduate from college to realize a vision of neighborhood transformation. College Bound Dorchester's programming focuses on critical developmental periods in the lives of 900 students each year, from ages 3 months to 27 years, through a dual framework of: 1. Prevention Programming: Early Education and Out of School Time programs for students aged 3 months to 13. 2. Intervention Programming: College Connections which provides college preparation for adolescents and adults aged 14 to 27. This programming is designed to support students, including those involved in traditional educational settings and those who have become disengaged in their education, at key junctures in their lives and to ensure that students stay on the path to college. By providing multiple entry points and a continuum of service, College Bound Dorchester strives to ensure that no student is lost on his or her path to higher education and that all students have the opportunity to realize their goals. College Bound's goal, and ultimately the goal for all of its programs, is for each student to enroll in and graduate from college. College Bound's model to achieve this goal is implemented through the College Connections program and focuses on two areas, skills and motivation, and is done within the context of connections, high expectations and deep engagement. College Bound works with students through a youth development framework that provides them with academic instruction, mentoring support and enrichment opportunities. Above all else, educators meet our youth where they are and walk with them to a place they never believed they could be"
Not Specified,SquashBusters Inc.,"35,000",2017,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,"SquashBusters, founded in 1996, is a sports-based after-school program which uses the sport of squash, academic enrichment/homework tutoring, college/school counseling/placement, community service and summer opportunities to improve the lives of urban youth. SquashBusters aims to ensure that all its students matriculate to and graduate from college. By doing so, its students grow to become healthy, civic-minded, educated adults. We transform the lives of our students and the communities in which they live"
Not Specified,Jumpstart for Young Children,"35,000",2017,1 year,Not Specified,Child educational development,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Education
Not Specified,"Arise, Inc.","35,000",2017,1 year,Not Specified,Antidiscrimination,Women and girls; Ethnic and racial groups; Low-income people,General support,Cash grants,GENERAL FUND
Not Specified,Trustees of Phillips Academy,"35,000",2017,1 year,Not Specified,Secondary education,People of African descent; Economically disadvantaged people,General support,Cash grants,GENERAL SUPPORT
Not Specified,South Boston en Accion,"35,000",2017,1 year,Not Specified,Immigrant services,People of Latin American descent; Immigrants,Program support,Cash grants,LEADERSHIP ACADEMY
Not Specified,Dudley Street Neighborhood Initiative,"35,000",2017,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,Program support,Cash grants,DEVELOPMENT WITHOUT DISPLACEMENT
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Not Specified,College Bound Dorchester,"35,000",2017,1 year,Not Specified,Education services,Children and youth; Ethnic and racial groups; Low-income people; Students,Individual development,Cash grants,SCHOLARSHIP/AID
Not Specified,Casa Nueva Vida,"35,000",2017,1 year,Not Specified,Homeless shelters,Children and youth; Women and girls; People of Latin American descent; Homeless people; Low-income people,General support,Cash grants,General fund
Not Specified,Jewish Vocational Service,"35,000",2017,1 year,Not Specified,Job creation and workforce development,Ethnic and racial groups; Immigrants and migrants; Low-income people; Students,Program support,Cash grants,3ENERAL FUND
Not Specified,Sociedad Latina,"35,000",2017,1 year,Not Specified,Benefits planning,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
Not Specified,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),"35,000",2017,1 year,Not Specified,Benefits planning,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
Not Specified,The Food Project,"35,000",2017,1 year,Not Specified,Agriculture for youth,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,SUPPORT YOUTH LEADERSHIP
Not Specified,Year Up,"35,000",2017,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,GENERAL SUPPORT
Not Specified,"Tenacity, Inc.","35,000",2017,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general support.
Not Specified,Brockton Neighborhood Health Center,"35,000",2017,2 months,Health Care\Hospitals\Community Health Systems,In-patient medical care,Immigrants and migrants,Program support,Cash grants,Language Access - Interpreter Services
Not Specified,"Breakthrough Greater Boston, Inc.","35,000",2017,1 year,Educational Programs - Youth Post-Secondary Credentials,Education services,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Program expansion,Cash grants,Phase Three of BTGB'S Expansion to Boston
Not Specified,Friends of the Children - Boston,"35,000",2017,1 year,Educational Programs - Youth Post-Secondary Credentials,Education services,Adolescents; Economically disadvantaged people; Students,Program support,Cash grants,Friends-boston Achiever Education and Career Aspirations Program
Not Specified,Trustees of Phillips Academy,"35,000",2017,1 year,Not Specified,Secondary education,People of African descent; Economically disadvantaged people,General support,Cash grants,GENERAL SUPPORT
Not Specified,InnerCity Weightlifting,"35,000",2017,1 year,Not Specified,Youth development,Low-income people; At-risk youth,Program support,Cash grants,Not Specified
Not Specified,Youth Enrichment Services (YES),"35,000",2017,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Not Specified
Not Specified,Urban League of Eastern Massachusetts,"35,000",2017,1 year,Not Specified,Human services,People of African descent,Not Specified,Cash grants,Computer Literacy Internet Knowledge & Training (CLIK+T)
Not Specified,Steppingstone Foundation,"35,000",2017,1 year,Not Specified,College preparation,At-risk youth,Program support,Cash grants,SUPPORT FOR CURRENT PROGRAMS
Not Specified,The Trustees of Reservations,"35,000",2017,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,GENERAL FUNDS
Not Specified,Rian Immigrant Center,"35,000",2017,1 year,Not Specified,Immigrant services,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,HUMAN SERVICES
Not Specified,The City School,"35,000",2017,1 year,Not Specified,Elementary and secondary education,Students,Program support,Cash grants,Charitable
Not Specified,"Lawyers' Committee for Civil Rights Under Law of the Boston Bar Association, Inc.","35,000",2017,1 year,Not Specified,Antidiscrimination,Low-income people,General support,Cash grants,OPERATING SUPPORT
Not Specified,Justice At Work,"35,000",2017,1 year,Not Specified,Ethnic and racial minority rights,Incarcerated people,Systems reform; Litigation,Cash grants,Important racial justice issues
Not Specified,Boston Alliance of Gay and Lesbian Youth,"35,000",2017,1 year,Not Specified,LGBTQ rights,Adolescents; LGBTQ people,Advocacy; Equal access,Cash grants,Important racial justice issues
Not Specified,Halcyon Music Festival,"35,000",2017,1 year,Not Specified,Folk and indigenous music,Ethnic and racial groups,Performances,Cash grants,FULFILL PURPOSES OF THE ORGANIZATION
Not Specified,"Neighbor to Neighbor Massachusetts Education Fund, Inc.","35,000",2017,1 year,Not Specified,Renewable energy,Ethnic and racial groups; Low-income people,Grassroots organizing; Equal access,Cash grants,Equitable Transition to Clean Energy
Not Specified,Building Educated Leaders for Life Foundation,"35,000",2017,1 year,Not Specified,Out-of-school learning,Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Boston-2017 & 2018 BalletRox Boston Public Schools
Not Specified,Dudley Street Neighborhood Initiative,"35,000",2017,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,General support,Cash grants,General Operating
Not Specified,College Bound Dorchester,"35,000",2017,1 year,Not Specified,Secondary education,Adolescents,Program support,Cash grants,Boston Uncomered The Commit1 Partnership's Early.
Not Specified,Jumpstart for Young Children,"35,000",2017,1 year,Not Specified,Child development,Infants and toddlers,Program support,Cash grants,Kindergarten Readiness for All YouthHarbors & JRI
Not Specified,The Food Project,"35,000",2017,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Not Specified,Join for Justice Inc.,"35,000",2017,1 month,"Voice, Creativity and Culture: Religious Traditions and Contemplative Practices",Antidiscrimination,Women and girls,Advocacy; Equal access,Cash grants,"To support JOIN for Justice as fiscal sponsor for Dimensions, Inc. To create a “resilience Circle” for Jewish women leaders of color to experience an intersectional leadership development model that merges transformational activism, spirituality and self-care"
Not Specified,Camp Harbor View Foundation Inc.,"35,000",2017,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,Not Specified,Cash grants,CIVIC & COMMUNITY
Not Specified,Black Ministerial Alliance,"35,000",2017,1 year,Not Specified,Community improvement,People of African descent; Christians; Low-income people,Not Specified,Cash grants,Resilient Sisterhood Project
Not Specified,Interaction Institute for Social Change,"35,000",2017,1 year,Not Specified,Higher education,Adults; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,To support the Massachusetts alliance on college & career readiness planning
Not Specified,BLACK AND PINK,"35,000",2017,1 year,Not Specified,Human rights,People of African descent,General support,Cash grants,TO SUPPORT GENERAL OPERATIONS
Not Specified,SquashBusters Inc.,"35,000",2017,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,GENERAL SUPPORT
Not Specified,Sportsmen's Tennis & Enrichment Center,"34,865",2017,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,FOR OPERATING AND PROGRAM SUPPORT.
Not Specified,"Community Servings, Inc.","34,175",2017,1 year,Not Specified,Health,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,Health & Human Services
Not Specified,Jewish Vocational Service,"34,126",2017,1 year,Not Specified,Job training,Immigrants and migrants; Low-income people,Program support,Cash grants,JOB TRAINING PROGRAMS
Not Specified,Beacon Academy Inc,"34,000",2017,1 year,Not Specified,Human rights,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Not Specified,Cash grants,PURPOSE OF GRANT: GENERAL
Not Specified,"Massachusetts Advocates for Children, Inc.","34,000",2017,1 year,Not Specified,Family services,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; People with disabilities,Program support,Cash grants,CHILDREN'S LAW AND EDUCATION JUSTICE PROJECT
Not Specified,Cambridge Public Health Commission,"33,890",2017,1 year,Not Specified,Public health,Ethnic and racial groups; Low-income people,Research and evaluation; Commissioning new works,Cash grants,ICHILDREN IN ORDER TO PROVIDE THEM WITH THE
Not Specified,The Food Project,"33,334",2017,1 year,Not Specified,Social rights,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Social Justice
Not Specified,"The Neighborhood Developers, Inc.","33,334",2017,1 year,Not Specified,Economic development,Ethnic and racial groups; Immigrants; Low-income people,Not Specified,Cash grants,Human services - anti-poverty
Not Specified,Youth Enrichment Services (YES),"33,334",2017,1 year,Not Specified,Youth services,Adolescents,Not Specified,Cash grants,Human services - youth activities/services
Not Specified,Dimock Community Health Center,"33,333",2017,1 year,Not Specified,Benefits planning,Ethnic and racial groups; Low-income people,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
Not Specified,Dimock Community Health Center,"33,333",2017,1 year,Not Specified,Benefits planning,Ethnic and racial groups; Low-income people,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
Not Specified,Boston Chinatown Neighborhood Center,"33,333",2017,1 year,Not Specified,Family services,Families,Program support,Cash grants,Human services - strong families/communities
Not Specified,LATINO STEM ALLIANCE,"33,333",2017,1 year,Not Specified,Mathematics,Children and youth; People of Latin American descent; Students,Program support,Cash grants,Education - out-of-school time
Not Specified,GROUNDWORK SOMERVILLE INC,"33,333",2017,1 year,Not Specified,Job training,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Human services - employment training
Not Specified,Found in Translation,"33,333",2017,1 year,Not Specified,Job training,Women; Ethnic and racial groups; Homeless people; Low-income people,Equal access; Translation,Cash grants,Human services - employment training
Not Specified,Salem Academy Charter School Foundation (Salem Foundation for Service Education Inc.),"33,333",2017,1 year,Not Specified,Charter school education,Children and youth; Adolescents; Adults; Ethnic and racial groups; Students,Not Specified,Cash grants,Education - charter/private/college
Not Specified,The City School,"33,333",2017,1 year,Not Specified,Youth development,Students,Program support,Cash grants,Not Specified
Not Specified,"Hyde Square Task Force, Inc.","33,333",2017,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Not Specified,Girls LEAP Self-Defense,"33,333",2017,1 year,Not Specified,Youth organizing,Girls; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Not Specified,SquashBusters Inc.,"33,333",2017,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Not Specified
Not Specified,Asian Task Force Against Domestic Violence (atask),"33,333",2017,1 year,Not Specified,Domestic violence shelters,Women and girls; People of Asian descent; Immigrants; Refugees and displaced people; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,Not Specified
Not Specified,"Breakthrough Greater Boston, Inc.","33,333",2017,1 year,Not Specified,Education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Not Specified,"Community Servings, Inc.","33,333",2017,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
Not Specified,"Tenacity, Inc.","33,333",2017,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Not Specified,Black Economic Justice Institute,"33,333",2017,1 year,Not Specified,Economic justice,People of African descent; Low-income people,Equal access; Program support,Cash grants,Implementation Phase 5/1/17-5/1/18
Not Specified,Wopanaak Language and Cultural Weetyoo Inc,"33,333",2017,1 year,Not Specified,Humanities,American Indians,Not Specified,Cash grants,Implementation Phase
Not Specified,City Life/Vida Urbana,"33,333",2017,1 year,Not Specified,Community organizing,People of Latin American descent; Low-income people,Program support,Cash grants,Inclusion Initiative
Not Specified,Bottom Line,"33,250",2017,1 year,Not Specified,Education services,Adolescents; Low-income people; Students,Program support,Cash grants,EDUCATION
Not Specified,Urban Edge,"33,000",2017,1 year,Not Specified,Human rights,Ethnic and racial groups; Low-income people,Capacity-building and technical assistance,Cash grants,CAPACITY BUILDING
Not Specified,Biomedical Science Careers Project Inc,"33,000",2017,1 year,Not Specified,Medical education,Ethnic and racial groups; Academics,General support,Cash grants,For grant recipient's exempt purposes
Not Specified,Beacon Academy Inc,"32,961",2017,1 year,Not Specified,Higher education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,SUPPORT HIGHER EDUCATION
Not Specified,Mujeres Unidas Avanzando,"32,513",2017,1 year,Not Specified,Women's services,Women and girls; People of Latin American descent; Immigrants; Low-income people; Students,Program support,Cash grants,Community Impact
Not Specified,Cambridge Community Foundation,"32,500",2017,1 year,Not Specified,Sports and recreation,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,Scholarships,Cash grants,SUPPORT OF FALCON PRIDE SCHOLARSHIP & CAMBRIDGE CIVIC LEADERSHIP FUND
Not Specified,Nurtury,"32,350",2017,1 year,Not Specified,Child care,Infants and toddlers; Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For grant recipient's exempt purposes
Not Specified,Centro de Apoyo Familiar,"32,350",2017,1 year,Not Specified,Community and economic development,People of Latin American descent,Not Specified,Cash grants,Grants
Not Specified,Jumpstart for Young Children,"32,070",2017,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Unrestricted General Support
Not Specified,Ron Burton Training Village Camp,"32,000",2017,1 year,Not Specified,Camps,Boys; Ethnic and racial groups; Low-income people,General support,Cash grants,GENERAL
Not Specified,UTEC,"32,000",2017,1 year,Not Specified,Philanthropy,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,CHARITABLE
Not Specified,Lenny Zakim Fund,"32,000",2017,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,DONATION - CASINO NIGHT
Not Specified,"The Immigrant Learning Center, Inc.","31,575",2017,1 year,Not Specified,ESL and second language acquisition,Ethnic and racial groups; Immigrants; Refugees and displaced people; Low-income people; Students,Program support,Cash grants,Provide funds to support the entity's charitable wor
Not Specified,"Martha's Vineyard Hospital, Inc.","31,556",2017,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,Unrestricted general support
Not Specified,"GreenLight Fund, Inc.","31,500",2017,1 year,Not Specified,Benefits planning,Ethnic and racial groups; Low-income people,Program support,Cash grants,Social Services/Social Benefits
Not Specified,"Cultural Survival, Inc.","31,000",2017,1 year,Not Specified,Cultural rights,Ethnic and racial groups,Equal access,Cash grants,SALT TRANSITION PROJECT
Not Specified,Music and Youth Initiative Inc,"30,840",2017,1 year,Not Specified,Performing arts education,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,"To purchase 36 iPads, music applications and accessories for 12 Music Clubhouses in Greater Boston"
Not Specified,"Asian American Civic Association, Inc.","30,800",2017,1 year,Not Specified,Immigrant services,People of East Asian descent; Immigrants; Low-income people,General support,Cash grants,For grant recipient's exempt purposes
Not Specified,Bottom Line,"30,600",2017,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Program support,Cash grants,EDUCATIONAL PROGRAMS
