Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
"Bank of America Charitable Foundation, Inc.",Nativity School of Worcester,52,2015,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,General support; Program support,Cash grants,Program/operating support
Blue Hills Bank Charitable Foundation Inc.,Bottom Line,52,2015,1 year,Not Specified,College preparation,Adolescents; Low-income people; Students,Program support,Cash grants,Program support
AmazonSmile Foundation,Indian Brook Elementary Pta,51,2015,1 year,Not Specified,Elementary education,Children; American Indians; Students; Teachers,General support,Cash grants,Not Specified
Yelp Foundation,Robert F. Kennedy Children's Action Corps,51,2015,1 year,Not Specified,Child welfare,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth; People with disabilities,Program support,Cash grants,"Matching contribution made by employee of Yelp, Inc."
"Bank of America Charitable Foundation, Inc.","Wide Horizons for Children, Inc.",50,2015,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,General support; Program support,Cash grants,Program/operating support
"Bank of America Charitable Foundation, Inc.",Salem State University Foundation,50,2015,1 year,Not Specified,University education,People of African descent,General support; Program support,Cash grants,Program/operating support
Bernice B. Godine Family Foundation,"Epiphany School, Inc.",50,2015,1 year,Not Specified,Environmental education,LGBTQ people,General support,Cash grants,General operating funds
Citizens Charitable Foundation,"Community Servings, Inc.",50,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,General Charitable
Fidelity Investments Charitable Gift Fund,"Community Servings, Inc.",50,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Icatholic Media Inc,50,2015,1 year,Not Specified,Religion,Ethnic and racial groups,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Angkor Dance Troupe,50,2015,1 year,Not Specified,Folk and ethnic dance,People of Southeast Asian descent,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Community Servings, Inc.",50,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Kaji Aso Studio Inc,50,2015,1 year,Not Specified,Arts and culture,People of East Asian descent,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Amesbury Carriage Musuem Inc,50,2015,1 year,Not Specified,Museums,Ethnic and racial groups,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Association,50,2015,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Massachusetts Budget and Policy Center,50,2015,1 year,Not Specified,Public finance,Adults; People of Asian descent; Low-income people,"Policy, advocacy and systems reform",Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Belmont Against Racism Inc,50,2015,1 year,Not Specified,Unknown or not classified,Not Specified,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Hope House Inc,50,2015,1 year,Not Specified,Substance abuse treatment,Men and boys; Men; Ethnic and racial groups; People with psychosocial disabilities; People with other disabilities; Substance abusers,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cambridge Community Foundation,50,2015,1 year,Not Specified,Foundations,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Asian Task Force Against Domestic Violence (atask),50,2015,1 year,Not Specified,Domestic violence shelters,Women and girls; People of Asian descent; Immigrants; Refugees and displaced people; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Association,50,2015,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,COMMUNITY WORKS INC,50,2015,1 year,Not Specified,Not Specified,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cambridge Community Foundation,50,2015,1 year,Not Specified,Foundations,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Bottom Line,50,2015,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Scores,50,2015,1 year,Not Specified,Reading promotion,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Fenway Sidney Borum Community Health Center,50,2015,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Year Up,50,2015,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Tenacity, Inc.",50,2015,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Tenacity, Inc.",50,2015,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"The Immigrant Learning Center, Inc.",50,2015,1 year,Not Specified,ESL and second language acquisition,Ethnic and racial groups; Immigrants; Refugees and displaced people; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Wellfleet Conservation Trust,50,2015,1 year,Not Specified,Land resources,Indigenous peoples,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Fenway Sidney Borum Community Health Center,50,2015,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Robert F. Kennedy Children's Action Corps,50,2015,1 year,Not Specified,Child welfare,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth; People with disabilities,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),50,2015,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Tenacity, Inc.",50,2015,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Fenway Sidney Borum Community Health Center,50,2015,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Building Educated Leaders for Life Foundation,50,2015,1 year,Not Specified,Out-of-school learning,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Wellesley Abc Program Inc,50,2015,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Community Servings, Inc.",50,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Regranting; Fundraising,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Andover Committee for A Better Chance Inc,50,2015,1 year,Not Specified,Secondary education,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Chinese Evangelical Church,50,2015,1 year,Not Specified,Evangelicalism,People of East Asian descent; Evangelicals,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Edward Brooke Charter School,50,2015,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",50,2015,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Lawyers' Committee for Civil Rights Under Law of the Boston Bar Association, Inc.",50,2015,1 year,Not Specified,Antidiscrimination,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",50,2015,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Lancaster Foundation,The Trustees of Reservations,50,2015,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,General fund
"The Liberty Mutual Foundation, Inc.",Cbmm,50,2015,1 year,Not Specified,Not Specified,Men and boys; People of African descent,Not Specified,Cash grants,Matching contribution
The Textron Charitable Trust,UTEC,50,2015,1 year,Not Specified,Health,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Program support,Cash grants,Matching Gift to Health & Human Services Agency
VOYA FOUNDATION,"Community Servings, Inc.",50,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Fundraising; Program support,Cash grants; Employee matching gifts,Matching Gifts
VOYA FOUNDATION,Homework House Inc,50,2015,1 year,Not Specified,Out-of-school learning,Children and youth; People of Latin American descent; Catholics; Students,Fundraising,Cash grants; Employee matching gifts,Matching Gifts
Waterford Group Charitable Foundation,Amherst Committee for A Better Chance,50,2015,1 year,Not Specified,Education services,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Donation - General Funds
"Bank of America Charitable Foundation, Inc.",Upham's Corner Community Center,50,2015,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,General support; Program support,Cash grants,Program/operating support
Citizens Charitable Foundation,"Wide Horizons for Children, Inc.",50,2015,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,Not Specified,Cash grants,General Charitable
Cutler-Stephens Foundation,"Martha's Vineyard Hospital, Inc.",50,2015,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,General fund
Fidelity Investments Charitable Gift Fund,Massachusetts Budget and Policy Center,50,2015,1 year,Not Specified,Public finance,Adults; People of Asian descent; Low-income people,"Policy, advocacy and systems reform",Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Chinese Evangelical Church,50,2015,1 year,Not Specified,Evangelicalism,People of East Asian descent; Evangelicals,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Bottom Line,50,2015,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Chinese Evangelical Church,50,2015,1 year,Not Specified,Evangelicalism,People of East Asian descent; Evangelicals,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Massachusetts Budget and Policy Center,50,2015,1 year,Not Specified,Public finance,Adults; People of Asian descent; Low-income people,"Policy, advocacy and systems reform",Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Project Step, Symphony Hall",50,2015,1 year,Not Specified,Performing arts education,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Project Step, Symphony Hall",50,2015,1 year,Not Specified,Performing arts education,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Martha's Vineyard Museum Inc,50,2015,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Community Servings, Inc.",50,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Community Servings, Inc.",50,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Community Servings, Inc.",50,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Weston Metco Scholarship Fund Inc,50,2015,1 year,Not Specified,Education,Adolescents; Ethnic and racial groups; Low-income people; Academics,Individual development,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Boston Chinese Evangelical Church,50,2015,1 year,Not Specified,Evangelicalism,People of East Asian descent; Evangelicals,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Steppingstone Foundation,50,2015,1 year,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Tenacity, Inc.",50,2015,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Tenacity, Inc.",50,2015,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Neighbor to Neighbor Massachusetts Education Fund, Inc.",50,2015,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Arlington Hockey Club Inc,50,2015,1 year,Not Specified,School athletics,Children and youth; Ethnic and racial groups; Academics,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Hyde Square Task Force, Inc.",50,2015,1 year,Not Specified,Community improvement,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,UTEC,50,2015,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),50,2015,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Wide Horizons for Children, Inc.",50,2015,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,The Food Project,50,2015,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,The Food Project,50,2015,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Year Up,50,2015,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Grub Street Inc.,50,2015,1 year,Not Specified,Literature and writing,Adolescents; Adults; Ethnic and racial groups; Multiracial people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,SquashBusters Inc.,50,2015,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Notre Dame Cristo Rey High School,50,2015,1 year,Not Specified,Secondary education,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,Not Specified,Cash grants,Not Specified
GE Foundation,Boston Chinatown Neighborhood Center,50,2015,1 year,Not Specified,Education,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Program support,Cash grants,Matching gifts payments
GE Foundation,"Theater Offensive, Inc.",50,2015,1 year,Not Specified,Theater,LGBTQ people; Ethnic and racial groups,Not Specified,Cash grants,Matching gifts payments
Ochsner Charitable Foundation,"Wide Horizons for Children, Inc.",50,2015,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,Program support,Cash grants,Charity
Ochsner Charitable Foundation,"Wide Horizons for Children, Inc.",50,2015,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,Program support,Cash grants,Charity
"Russell's Garden Center Charitable Foundation, Inc.",NAACP,50,2015,1 year,Not Specified,Ethnic and racial minority rights,People of African descent,Not Specified,Cash grants,Donation
The Boston Foundation,Boston Chinatown Neighborhood Center,50,2015,1 year,Human Services,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,General support,Cash grants,For general operating support or unrestricted support
VOYA FOUNDATION,"Brookline Community Foundation, Inc.",50,2015,1 year,Not Specified,Foundations,Low-income people,Fundraising,Cash grants; Employee matching gifts,Matching Gifts
AmazonSmile Foundation,Literacy Center Inc.,49,2015,1 year,Not Specified,Reading promotion,Children and youth; Ethnic and racial groups; Immigrants and migrants; Low-income people; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Freetown Historical Society,48,2015,1 year,Not Specified,Historic preservation,People of African descent,General support,Cash grants,Not Specified
AmazonSmile Foundation,"Massachusetts Advocates for Children, Inc.",48,2015,1 year,Not Specified,Child welfare,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; People with disabilities,General support,Cash grants,Not Specified
AmazonSmile Foundation,Notre Dame Education Center,48,2015,1 year,Not Specified,Adult education,Students,General support,Cash grants,Not Specified
American Express Foundation,Camp Haiastan Of The Armenian Youth Federation Inc,48,2015,1 year,Not Specified,Camps,Children and youth; Ethnic and racial groups,Not Specified,Cash grants,Employee Matching
AmazonSmile Foundation,Dzogchen Community in America Inc,47,2015,1 year,Not Specified,Teacher education,People of Asian descent,General support,Cash grants,Not Specified
AmazonSmile Foundation,Viet-Aid,47,2015,1 year,Not Specified,Community improvement,People of Southeast Asian descent; Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Jewish Vocational Service,45,2015,1 year,Not Specified,Job creation and workforce development,Ethnic and racial groups; Immigrants and migrants; Low-income people; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Indian Hill Music Center,45,2015,1 year,Not Specified,Music,Indigenous peoples,General support,Cash grants,Not Specified
Amica Companies Foundation,"Wide Horizons for Children, Inc.",45,2015,1 year,Not Specified,Education,Infants and toddlers; Children; Ethnic and racial groups; Students,Program support,Cash grants,Non-educational Matching Gift
AmazonSmile Foundation,Action for Boston Community Development,44,2015,1 year,Not Specified,Urban development,Children and youth; Adults; Families; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Boston City Singers,44,2015,1 year,Not Specified,Vocal music,Children and youth; Ethnic and racial groups,General support,Cash grants,Not Specified
AmazonSmile Foundation,Asian Sisters Participating In Reaching Excellence Inc,43,2015,1 year,Not Specified,Youth mentoring,Children; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Institute for Health and Recovery,42,2015,1 year,Not Specified,Addiction services,Infants and toddlers; Women and girls; Ethnic and racial groups; Low-income people; Substance abusers,General support,Cash grants,Not Specified
American Express Foundation,Year Up,40,2015,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Employee Matching
"The Liberty Mutual Foundation, Inc.",Jumpstart for Young Children,40,2015,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Matching contribution
AmazonSmile Foundation,Maya Educational Foundation,39,2015,1 year,Not Specified,Education,Indigenous peoples; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Beacon Academy Inc,39,2015,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
COMMUNITY WORKS INC,Massachusetts Budget and Policy Center,39,2015,1 year,Not Specified,Public policy,Adults; People of Asian descent; Low-income people,General support,Cash grants,OPERATING SUPPORT
AmazonSmile Foundation,Greater Framingham Community Church,38,2015,1 year,Not Specified,Christianity,Protestants,General support,Cash grants,Not Specified
"The Liberty Mutual Foundation, Inc.",College Bound Dorchester,38,2015,1 year,Not Specified,Human services,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Matching contribution
AmazonSmile Foundation,Brockton Area Multi-Services,36,2015,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,"Quincy Asian Resources, Inc.",36,2015,1 year,Not Specified,Immigrant services,People of Asian descent; Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
GEICO Philanthropic Foundation,"Wide Horizons for Children, Inc.",35,2015,1 year,Not Specified,Adoption,Infants and toddlers; Children; Ethnic and racial groups; Students,Not Specified,Cash grants,Not Specified
AmazonSmile Foundation,"Groundwork Lawrence, Inc.",34,2015,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,African Community Education Program,33,2015,1 year,Not Specified,Education services,Children and youth; People of African descent; Immigrants; Refugees and displaced people; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Effortz Foundation Inc,33,2015,1 year,Not Specified,Education,Students,General support,Cash grants,Not Specified
"The Pfizer Foundation, Inc.","Breakthrough Greater Boston, Inc.",33,2015,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
AmazonSmile Foundation,Asian American Resource Workshop Inc,31,2015,1 year,Not Specified,Human services,Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Building Educated Leaders for Life Foundation,31,2015,1 year,Not Specified,Out-of-school learning,Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Boston Scores,31,2015,1 year,Not Specified,Reading promotion,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Initiative for A Competitive Inner City Inc,31,2015,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,"Youthbuild Boston, Inc.",30,2015,1 year,Not Specified,Student retention,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Dartmouth Natural Resources Trust,30,2015,1 year,Not Specified,Natural resources,People of African descent; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Boston Korean Adoptees Inc,30,2015,1 year,Not Specified,Cultural awareness,People of East Asian descent; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Massachusetts Alliance of Portuguese Speakers (MAPS),30,2015,1 year,Not Specified,Immigrant services,LGBTQ people; Ethnic and racial groups; Immigrants and migrants; Immigrants; Victims and oppressed people,General support,Cash grants,Not Specified
American Express Foundation,Museum of African American History,30,2015,1 year,Not Specified,History museums,People of African descent,Not Specified,Cash grants,Employee Matching
Citizens Charitable Foundation,"Community Servings, Inc.",30,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,General Charitable
VOYA FOUNDATION,Dimock Community Foundation Inc,30,2015,1 year,Not Specified,Foundations,Ethnic and racial groups; Low-income people,Program support,Cash grants; Employee matching gifts,Matching Gifts
AmazonSmile Foundation,"City Life/Vida Urbana, City Life Vida Urbana (urban Revival Inc)",29,2015,1 year,Not Specified,Community organizing,People of Latin American descent; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Academy of the Pacific Rim Charter School Foundation Inc.,29,2015,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; At-risk youth; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Full Frame Initiative Inc.,28,2015,1 year,Not Specified,Social rights,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,MathPOWER,28,2015,1 year,Not Specified,Mathematics,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general support
"Bank of America Charitable Foundation, Inc.","Community Servings, Inc.",28,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support; Program support,Cash grants,Program/operating support
