Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
I. N. & Susanna H. Van Nuys Foundation,Trustees of Phillips Academy,"5,000",2019,1 year,Not Specified,Secondary education,People of African descent; Economically disadvantaged people,General support,Cash grants,General Support
John and Frances Strachan Charitable Foundation,Bottom Line,"5,000",2019,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,General support,Cash grants,General contribution
"John W. Henry Family Foundation, Inc.",The Food Project,"5,000",2019,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Public engagement and education; Program support,Cash grants,To fund operations
Karp Family Foundation,Museum of African American History,"5,000",2019,1 year,Not Specified,Black studies,People of African descent,Program support,Cash grants,Charitable contribution
Kelleher Family Foundation,"Inner-City Scholarship Fund, Catholic Schools Foundation","5,000",2019,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Catholics; Low-income people; At-risk youth; Students,General support,Cash grants,General use
"Lone Pine Foundation, Inc.",Year Up,"5,000",2019,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Bay Area DEl Series
"Lone Pine Foundation, Inc.",Year Up,"5,000",2019,1 year,Not Specified,Leadership development,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Convening,Cash grants,New York Leadership Series
"Lovett/Woodsum Family Charitable Foundation, Inc.",Museum of African American History,"5,000",2019,1 year,Not Specified,History museums,People of African descent,General support,Cash grants,Unrestricted
Mary W. B. Curtis Trust,Bottom Line,"5,000",2019,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Unrestricted - general fund
Moses Kimball Fund,"Artists for Humanity, Inc.","5,000",2019,1 year,Not Specified,Arts education,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Youth arts
Moses Kimball Fund,"Artists for Humanity, Inc.","5,000",2019,1 year,Not Specified,Arts education,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Youth arts
MutualOne Charitable Foundation,"Amazing Things Arts Center, Inc.","5,000",2019,1 year,Not Specified,Arts services,Age Groups; Gender and sexual identity; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,General Support
Nathaniel & Elizabeth P. Stevens Foundation,Mill City Grows Lydia Sisson Co-Chair,"5,000",2019,1 year,Not Specified,Human services,People of Latin American descent,Program expansion,Cash grants,Expand programming
Nellie Mae Education Foundation,Worcester State University Foundation,"5,000",2019,1 year,Public Understanding and Demand,Education,Ethnic and racial groups; Students,Outreach; Equal access; Program support,Cash grants,Not Specified
New Bedford Day Nursery Inc.,Dennison Memorial Community Center,"5,000",2019,1 year,Not Specified,Education services,People of African descent; Students,Program support,Cash grants,Academic excellence program
Nirvana Manana Institute,Corporate Accountability,"5,000",2019,1 year,Not Specified,Democracy,Not Specified,Advocacy,Cash grants,"We wage strategic campaigns that compeltransnational corporations, and the governmentsthat do their bidding, to stop destroying our health, human rights, democracy, and planet."
Paul and Edith Babson Foundation,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Equal access,Cash grants,3Eneral support
Paul and Edith Babson Foundation,Sociedad Latina,"5,000",2019,1 year,Not Specified,Child welfare,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,Equal access,Cash grants,3Eneral support
Project Bread - The Walk for Hunger Inc.,The Food Project,"5,000",2019,1 year,Not Specified,Food aid,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Hunger prevention
Project Bread - The Walk for Hunger Inc.,"Groundwork Lawrence, Inc.","5,000",2019,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Hunger prevention
Project Bread - The Walk for Hunger Inc.,Centro Las Americas,"5,000",2019,1 year,Not Specified,Food aid,Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Hunger prevention
Safety Insurance Charitable Foundation Inc.,Alzheimers Disease & Related,"5,000",2019,1 year,Not Specified,Alzheimer's Disease and other forms of dementia,Ethnic and racial groups,Fundraising,Cash grants,Charitable Event
Silicon Valley Community Foundation,Teach Plus,"5,000",2019,1 year,Educational Services,Teacher education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,Not Specified,Cash grants,Not Specified
"State Street Foundation, Inc.",Jewish Vocational Service,"5,000",2019,1 year,Employment Programs - Adult Job Readiness and Employment,Vocational rehabilitation,Ethnic and racial groups; Immigrants and migrants; Low-income people; Students,Not Specified,Cash grants,Community Leadership Program Grant for JVS
Stifler Family Foundation,"Massachusetts Audubon Society, Inc.","5,000",2019,1 year,Not Specified,Environmental health,Indigenous peoples,Program support,Cash grants,Environmental
TD Charitable Foundation,The Sizer Foundation Inc,"5,000",2019,1 year,Not Specified,Job creation and workforce development,Ethnic and racial groups; Teachers,Capacity-building and technical assistance; Program support,Cash grants,New Teachers Collaborative Diverse Workforce Development Initiative
TD Charitable Foundation,Jewish Vocational Service,"5,000",2019,1 year,Not Specified,Financial counseling,People of Latin American descent,Not Specified,Cash grants,Financial Opportunity Center Program
TD Charitable Foundation,Youth Development Organization Inc,"5,000",2019,1 year,Not Specified,Education services,People of African descent,Program support,Cash grants,Summer Program
TD Charitable Foundation,"Asian American Civic Association, Inc.","5,000",2019,1 year,Not Specified,Job creation and workforce development,Homeless people; Ex-offenders,Not Specified,Cash grants,Workforce Development Center
The Alchemy Foundation,Beacon Academy Inc,"5,000",2019,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,General Support
"The Berkshire Taconic Community Foundation, Inc.",Community Access to the Arts - CATA,"5,000",2019,1 year,Arts,Arts education,Children and youth; Ethnic and racial groups,Capital campaigns,Cash grants,For the Capital Campaign
The Beveridge Family Foundation,Enchanted Circle Inc,"5,000",2019,1 month,Not Specified,Arts and culture,Children and youth; Ethnic and racial groups; At-risk youth; Students,Program support,Cash grants,2019 Qualified Discretionary Distribution
The Beveridge Family Foundation,"Neighbor to Neighbor Massachusetts Education Fund, Inc.","5,000",2019,1 month,Not Specified,Community and economic development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,2019 Qualified Discretionary Distribution
The Boston Foundation,Elder Health Care Disparities Coalition,"5,000",2019,1 year,Not Specified,Health care access,Adults; Ethnic and racial groups; Low-income people,"Capacity-building and technical assistance; Policy, advocacy and systems reform; Program support",Cash grants,To provide support for Capacity Building Project
The Boston Foundation,Boston Childrens Chorus,"5,000",2019,1 year,Not Specified,Vocal music,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,To provide sponsorhship for Lift Every Voice
The Boston Foundation,Massachusetts Budget and Policy Center,"5,000",2019,1 year,Not Specified,Public policy,Adults; People of Asian descent; Low-income people,General support,Cash grants,General support
The Boston Foundation,Sociedad Latina,"5,000",2019,1 year,Not Specified,Youth development,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,General support,Cash grants,General support
The Boston Foundation,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Asian American Resource Workshop Inc,"5,000",2019,1 year,Not Specified,Film and video,People of Asian descent,Network-building and collaboration; Recordings,Cash grants,As fiscal sponsor to provide support for the Boston Asian American Film Festival
The Boston Foundation,"Breakthrough Greater Boston, Inc.","5,000",2019,1 year,Not Specified,Education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Beacon Academy Inc,"5,000",2019,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Emmanuel Gospel Center,"5,000",2019,1 year,Not Specified,Education,Ethnic and racial groups; Immigrants; Low-income people,Not Specified,Cash grants,"To provide support for the Boston Collaborative, Common Good Initiative"
The Boston Foundation,Boston Chinatown Neighborhood Center,"5,000",2019,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,General support,Cash grants,General support
The Boston Foundation,Bethal Institute For Social Justice,"5,000",2019,1 year,Not Specified,Community and economic development,People of African descent; Low-income people,General support,Cash grants,General support
The Boston Foundation,InnerCity Weightlifting,"5,000",2019,1 year,Not Specified,Youth development,Ethnic and racial groups; Victims of crime and abuse,General support,Cash grants,General support
The Boston Foundation,"Lawyers' Committee for Civil Rights Under Law of the Boston Bar Association, Inc.","5,000",2019,1 year,Not Specified,Antidiscrimination,Ethnic and racial groups; Low-income people,General support,Cash grants,General support
The Boston Foundation,"Lawyers' Committee for Civil Rights Under Law of the Boston Bar Association, Inc.","5,000",2019,1 year,Not Specified,Antidiscrimination,Ethnic and racial groups; Low-income people,Program support,Cash grants,To support the 2019 Bizgrow Event
The Boston Foundation,"Lawyers' Committee for Civil Rights Under Law of the Boston Bar Association, Inc.","5,000",2019,1 year,Not Specified,Antidiscrimination,Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support
The Boston Foundation,Initiative for A Competitive Inner City Inc,"5,000",2019,1 year,Not Specified,Urban development,Children and youth; At-risk youth,General support,Cash grants,General support
The Boston Foundation,"Artists for Humanity, Inc.","5,000",2019,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
The Crawford Foundation,Indochina Arts Project,"5,000",2019,1 year,Not Specified,Cultural awareness,People of Southeast Asian descent,General support,Cash grants,General Purpose
The Daniel B. and Florence E. Green Foundation,Year Up,"5,000",2019,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General fund
The Daniel F. & Margaret MacAdam Loughry Charitable Foundation,Austin Prep School,"5,000",2019,1 year,Not Specified,Education services,People of African descent,Scholarships,Cash grants,Scholarship
The Dennis Family Foundation,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General Purpose
The Flatley Foundation,"Tenacity, Inc.","5,000",2019,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Unrestricted
The Halfway Rock Foundation,Boston Debate League,"5,000",2019,1 year,Not Specified,Civics for youth,Preteens; Adolescents; Ethnic and racial groups; Students,Public engagement and education; Program support,Cash grants,Public Community Good
The Howard Johnson Foundation,Martha's Vineyard Museum Inc,"5,000",2019,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,Not Specified,Cash grants,Unrestricted general
The Krisbin Foundation,"Breakthrough Greater Boston, Inc.","5,000",2019,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Fundraising; Program support,Cash grants,Donation
The Ludes Family Foundation,ALMA del MAR CHARTER SCHOOL,"5,000",2019,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Students,General support,Cash grants,Unrestricted
The Seymour H. Knox Foundation,ALMA del MAR CHARTER SCHOOL,"5,000",2019,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Students,Program support,Cash grants,General operating need
"The Slater Foundation, Inc.",Sociedad Latina,"5,000",2019,1 year,Not Specified,Child welfare,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,General support,Cash grants,Unrestricted
The Tiny Tiger Foundation,Summer Search Boston,"5,000",2019,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Unrestricted
The Walker Adams Charitable Trust,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,In-patient medical care,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General
Tortimaki Foundation,Alzheimers Disease & Related,"5,000",2019,1 year,Not Specified,Alzheimer's Disease and other forms of dementia,Ethnic and racial groups,Fundraising,Cash grants,Charitable Event
Walther Foundation,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General Support
"Wild Geese Foundation, Inc.",Asian American Resource Workshop Inc,"5,000",2019,1 year,Not Specified,Human services,People of Asian descent,General support,Cash grants,General purpose
"Wild Geese Foundation, Inc.","Theater Offensive, Inc.","5,000",2019,1 year,Not Specified,Theater,LGBTQ people; Ethnic and racial groups,General support,Cash grants,General purpose
William Caspar Graustein Memorial Fund,Interaction Institute for Social Change,"5,000",2019,1 year,Not Specified,Ethnic and racial minority rights,Adults; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,25TH year anniversay
"Blue Cross Blue Shield of Massachusetts Foundation, Inc.",Urban Farming Institute Community Land Trust Inc,"5,000",2019,1 year,Catalyst Fund,Internet,Ethnic and racial groups,Equipment; Information technology,Cash grants,"Funding to purchase updated technology equipment, including a server, wireless sound system and speakers."
"Blue Cross Blue Shield of Massachusetts Foundation, Inc.",Enroot,"5,000",2019,1 year,Catalyst Fund,Equal opportunity in education,Ethnic and racial groups,Technical assistance,Cash grants,Funding to hire a grants consultant.
Boston Bar Foundation,"Lawyers' Committee for Civil Rights Under Law of the Boston Bar Association, Inc.","5,000",2019,1 year,Not Specified,Legal aid,Ethnic and racial groups; Low-income people,Litigation; Program support,Cash grants,Support legal aid
Boston Sand & Gravel Company Charitable Foundation,"MissionSAFE: A New Beginning, Inc.","5,000",2019,1 year,Not Specified,Health,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Charitable donation to public charity
Bristol County Savings Charitable Foundation Inc.,Alma Del Mar Foundation Inc,"5,000",2019,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Students,Public engagement and education,Cash grants,Education
Bushrod H. Campbell & Adah F. Hall Charity Fund,Massachusetts Alliance of Portuguese Speakers (MAPS),"5,000",2019,1 year,Not Specified,Immigrant services,Economically disadvantaged people,General support,Cash grants,General purpose
Bushrod H. Campbell & Adah F. Hall Charity Fund,"Breakthrough Greater Boston, Inc.","5,000",2019,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General purpose
Bushrod H. Campbell & Adah F. Hall Charity Fund,Sociedad Latina,"5,000",2019,1 year,Not Specified,Community and economic development,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,General support,Cash grants,General purpose
Bushrod H. Campbell & Adah F. Hall Charity Fund,Sportsmen's Tennis & Enrichment Center,"5,000",2019,1 year,Not Specified,Sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General purpose
Bushrod H. Campbell & Adah F. Hall Charity Fund,Dudley Street Neighborhood Initiative,"5,000",2019,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,General support,Cash grants,General purpose
Clara B. Winthrop Charitable Trust,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Public engagement and education,Cash grants,Educational programs
Cogan Family Foundation,Museum of African American History,"5,000",2019,1 year,Not Specified,Black studies,People of African descent,General support,Cash grants,General Purpose
Coghlin Services Fund,Heywood Healthcare,"5,000",2019,1 year,Not Specified,Community health care,Ethnic and racial groups; Economically disadvantaged people,Program support,Cash grants,Community health
Florence V. Burden Foundation,Nativity School of Worcester,"5,000",2019,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,Public engagement and education,Cash grants,Educational organization
"George Foundation, Inc.",Centro Latino,"5,000",2019,1 year,Not Specified,Immigrant services,People of Latin American descent; Immigrants,General support,Cash grants,For General Support
Grace & Hope Foundation,Emmanuel Gospel Center,"5,000",2019,1 year,Not Specified,Higher education,Ethnic and racial groups; Immigrants; Low-income people,General support,Cash grants,General fund
"Greater Lowell Community Foundation, Inc.",Cambodian Mutual Assist. Assoc. of Greater Lowell,"5,000",2019,1 month,Not Specified,Education,People of Southeast Asian descent; Immigrants and migrants; Low-income people,Program support,Cash grants,Cambodian Cultural After School Program
"Greater Worcester Community Foundation, Inc.",Angels-Net Foundation Inc,"5,000",2019,1 year,Not Specified,Child welfare,Ethnic and racial groups; Immigrants; Refugees and displaced people; Students,Program support,Cash grants,Educational and social programs for immigrant and refugee youth
"Grey Rocks Foundation, Inc.",SquashBusters Inc.,"5,000",2019,1 year,Not Specified,Law education,Children and youth; Ethnic and racial groups; Low-income people,Student aid,Cash grants,Unrestricted donation
Highland Street Foundation,African Cultural Services,"5,000",2019,1 year,Not Specified,Sports and recreation,People of African descent; Immigrants; Low-income people,Program support,Cash grants,For arts and culture.
Highland Street Foundation,Lets Get Ready,"5,000",2019,1 year,Not Specified,Out-of-school learning,Adolescents; Ethnic and racial groups; Low-income people; Students,Public engagement and education; Program support,Cash grants,For educational programs.
Jackson and Irene Golden 1989 Charitable Trust,InnerCity Weightlifting,"5,000",2019,1 year,Not Specified,Crime prevention,Ethnic and racial groups; Victims of crime and abuse,Not Specified,Cash grants,General & unrestricted
"Joan Rothenberg Family Foundation, Inc.","United for a Fair Economy, Inc.","5,000",2019,1 year,Not Specified,Public finance,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Program support,Cash grants,Ongoing needs
"John W. Henry Family Foundation, Inc.",Jumpstart for Young Children,"5,000",2019,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Public engagement and education; Program support,Cash grants,To fund operations
Jubitz Family Foundation,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Higher education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Student aid,Cash grants,Student support & outreach program
Ladera Foundation,Alma Del Mar Foundation Inc,"5,000",2019,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Students,Advocacy,Cash grants,Charity
Lars Foundation,"Breakthrough Greater Boston, Inc.","5,000",2019,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,To be used with exempt function
Leaves of Grass Fund,Food Project,"5,000",2019,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Charitable
"Lovett/Woodsum Family Charitable Foundation, Inc.",Summer Search Boston,"5,000",2019,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Unrestricted
Luminous Web Foundation,Lenny Zakim Fund,"5,000",2019,1 year,Not Specified,Human rights,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,"Policy, advocacy and systems reform; Program support",Cash grants,"Promoting secular and religious educational efforts, the Jewish tradition of social justice and programs supporting civil and human rights, to combat illiteracy and poverty, to support anti-violence initiatives and to advance the causes of medical research and health care."
Mary W. B. Curtis Trust,Chelsea Collaborative Inc,"5,000",2019,1 year,Not Specified,Human services,Ethnic and racial groups; Immigrants and migrants; Low-income people,Advocacy,Cash grants,Unrestricted - general fund
Mary W. B. Curtis Trust,Boston Childrens Chorus,"5,000",2019,1 year,Not Specified,Vocal music,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,To support of the choir
Mount Pleasant Fund,Homework House Inc,"5,000",2019,1 year,Not Specified,Out-of-school learning,Women and girls,Advocacy,Cash grants,"5,000 To this organization working to educate and otherwise support young mothers in the community"
Move the World Foundation,ALMA del MAR CHARTER SCHOOL,"5,000",2019,1 year,Not Specified,Philanthropy,Children and youth; Ethnic and racial groups; Students,Program support,Cash grants,Charitable
Mutual of America Foundation,Robert F. Kennedy Children's Action Corps,"5,000",2019,1 year,Not Specified,Obesity,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth; People with disabilities,Not Specified,Cash grants,General operating purpose
Nathaniel & Elizabeth P. Stevens Foundation,Merrimack Valley YMCA,"5,000",2019,1 year,Not Specified,Civics for youth,Children and youth; People of Latin American descent,Conferences and exhibits,Cash grants,Merrtmack Valley CORE 4 Youth Summit
Nathaniel & Elizabeth P. Stevens Foundation,Up with Music,"5,000",2019,1 year,Not Specified,Music,People of Latin American descent,Program support,Cash grants,Community Strings program Lawrence
Nicholas & Christina Raho Foundation Inc.,SquashBusters Inc.,"5,000",2019,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
"North Star Fund, Inc.",CommonWealth Kitchen Inc.,"5,000",2019,1 month,Not Specified,Entrepreneurship,Adults; Women and girls; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Patagoniaorg,Dudley Street Neighborhood Initiative,"5,000",2019,1 year,Not Specified,Public interest law,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,To support environmental projects.
People's United Community Foundation of Eastern Massachusetts Inc.,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Epiphany School's Graduate Support Program
Rae Family Charitable Foundation Trust,Notre Dame Education Center,"5,000",2019,1 year,Not Specified,Adult literacy,Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Discretion of organization
Reliant Foundation,Worcester Youth Center,"5,000",2019,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,Product and service development,Cash grants,Support opioid/narcan train program
Rockland Trust Charitable Foundation Inc,"Artists for Humanity, Inc.","5,000",2019,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Program support
"State Street Foundation, Inc.",JFYNetWorks,"5,000",2019,1 year,Educational Programs - Youth Post-Secondary Credentials,Job counseling,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,JFYNet College and Career Readiness
Storm the Castle Foundation,Jumpstart for Young Children,"5,000",2019,1 year,Not Specified,Child development,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Early education
TD Charitable Foundation,"Beverly Bootstraps Community Services, Inc.","5,000",2019,1 year,Not Specified,Adult literacy,People of Latin American descent; Immigrants and migrants; Students,Program support,Cash grants,Adult Education
TD Charitable Foundation,"Boys and Girls Clubs of Boston, Inc.","5,000",2019,1 year,Not Specified,Job creation and workforce development,Ethnic and racial groups; Economically disadvantaged people; Ex-offenders,Program support,Cash grants,Workforce Development Program
The Boston Foundation,"Artists for Humanity, Inc.","5,000",2019,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
The Boston Foundation,Steppingstone Foundation,"5,000",2019,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Steppingstone Foundation,"5,000",2019,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,The Trustees of Reservations,"5,000",2019,1 year,Not Specified,Environment,Indigenous peoples,General support,Cash grants,General support
The Boston Foundation,The Trustees of Reservations,"5,000",2019,1 year,Not Specified,Environment,Indigenous peoples,General support,Cash grants,General support
The Boston Foundation,Esperanza Academy,"5,000",2019,1 year,Not Specified,Education,People of Latin American descent,General support,Cash grants,General support
The Boston Foundation,Minds Matter,"5,000",2019,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Bethel African Methodist Episcopal Church,"5,000",2019,1 year,Not Specified,Methodism,People of African descent; Episcopalians and Anglicans; Methodists,Not Specified,Cash grants,Not Specified
The Boston Foundation,Jumpstart for Young Children,"5,000",2019,1 year,Not Specified,Education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Jumpstart for Young Children,"5,000",2019,1 year,Not Specified,Education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,Massachusetts Smart Growth Alliance,"5,000",2019,1 year,Not Specified,Natural resources,Not Specified,Conferences and exhibits,Cash grants,To support a delegation of ten planners of color to attend the 2019 Massachusetts Association of Planning Directors conference
The Boston Foundation,SquashBusters Inc.,"5,000",2019,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
The Boston Foundation,Massachusetts Association of Minority Law Enforcement Officers Inc,"5,000",2019,1 year,Not Specified,Police agencies,Ethnic and racial groups,Program support,Cash grants,To provide support for the Supreme Team event
The Boston Foundation,Sociedad Latina,"5,000",2019,1 year,Not Specified,Youth development,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,Program support,Cash grants,To provide support for the 50TH Anniversary
The Boston Foundation,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General support
The Boston Foundation,African Community Economic Development of NE,"5,000",2019,1 year,Not Specified,Education,Girls,Not Specified,Cash grants,To support the Girls Leadership Development Project
The Boston Foundation,"Breakthrough Greater Boston, Inc.","5,000",2019,1 year,Not Specified,Education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The Bruce & Julie Menin Charitable Foundation,"Artists for Humanity, Inc.","5,000",2019,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Arts and cultural program support
The Clinton H. & Wilma T. Shattuck Charitable Trust,"Breakthrough Greater Boston, Inc.","5,000",2019,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General fund
The DeLuca Family Charitable Trust,Notre Dame Cristo Rey High School,"5,000",2019,1 year,Not Specified,Public affairs,Adolescents; People of Latin American descent; Catholics; Low-income people; Students,Not Specified,Cash grants,Public purpose
The Draper Foundation,Jumpstart for Young Children,"5,000",2019,1 year,Not Specified,Opera,Adolescent girls,Public engagement and education; Program support,Cash grants,Education program
The Driftwood Charitable Foundation,Alma Del Mar Foundation Inc,"5,000",2019,1 year,Not Specified,Education services,Children and youth,Program support,Cash grants,Education
The Fine Fund,Mothers Out Front Inc,"5,000",2019,1 year,Not Specified,Film and video,Ethnic and racial groups,Public engagement and education; Recordings,Cash grants,For a health awareness video
The Fish Family Foundation,Future Chefs,"5,000",2019,1 year,Not Specified,Education services,Teachers,Equal access; Program support,Cash grants,Educational
The Fish Family Foundation,Boston Chinatown Neighborhood Center,"5,000",2019,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Program support,Cash grants,Human services
The Fish Family Foundation,Cambodian Mutual Assist. Assoc. of Greater Lowell,"5,000",2019,1 year,Not Specified,Benefits planning,People of Southeast Asian descent; Immigrants and migrants; Low-income people,Program support,Cash grants,Social benefit
The Fletcher Foundation,Bottom Line,"5,000",2019,1 year,Not Specified,Business and industry,Catholics,Program support,Cash grants,Support the worcestere program 2019-
The Grainger Foundation Inc.,Jumpstart for Young Children,"5,000",2019,1 year,Not Specified,Child development,Infants and toddlers,Program support,Cash grants,Program Funding/Chicago
The Harborone Foundation,Our Sisters' School,"5,000",2019,1 year,Not Specified,Elementary and secondary education,Ethnic and racial groups,Program support,Cash grants,Innovative and excellent academic and life skills programming for young women.
The Harborone Foundation,Brockton Area Multi-Services,"5,000",2019,1 year,Not Specified,Basic and emergency aid,Ethnic and racial groups; Low-income people,Program support,Cash grants,Emergency services program helpline aiding low-income households
