Funder Name,Funder EIN,Funder Financial Date,Funder Financial Assets,Funder Financial Expenditures,Funder Financial Total Giving,Funder Financial Grant Amount,Funder Telephone,Funder Email,Funder Website,Funder Address
Janet Stone Jones Foundation,132988287,2019,"$95,367 ","$174,165 ","$170,800 ",N/A,2033524000,N/A,N/A,"Co Ctc 1290 E Main St 1fl
Stamford, CT, United States 06902"
Kohnstamm Family Foundation,931160719,2019,"$1,708,240 ","$49,896 ","$48,822 ",N/A,5032421447,N/A,N/A,"805 Sw Broadway
Portland, OR, United States 97205"
M. Holt Massey Charitable Trust,46820993,2019,"$2,504,337 ","$133,821 ","$107,103 ",N/A,6176240800,N/A,N/A,"230 Congress St., 12Fl.
Boston, MA, United States 02110-2409"
The Purjes Foundation,137220937,2018,"$647,562 ","$98,432 ","$76,400 ",N/A,2015319363,N/A,N/A,"401 HACKENSACK AVE LOBBY LEVEL
Hackensack, NJ, United States 07601"
"The Vincent Dowling Family Foundation, Inc.",20709433,2019,"$26,874,086 ","$1,087,280 ","$632,418 ",N/A,8008391754,N/A,N/A,"Foundation Source 501 Silverside Rd
Wilmington, DE, United States 198091377"
"Twenty Plus Foundation, Inc.",43401198,2018,"$146,663 ","$36,976 ","$3,000 ",N/A,7818913832,N/A,N/A,"314 Commonwealth Ave., Ste. 2
Boston, MA, United States 02115-2140"
GREYSTONE FOUNDATION,416027765,2019,"$9,726,999 ","$927,080 ","$788,098 ",N/A,6127521770,N/A,N/A,"730 2nd Ave S Ste 1400
Minneapolis, MN, United States 55402"
Harold and Janice Cohen Family Charitable Foundation,262788231,2019,"$301,134 ","$44,122 ","$42,589 ",N/A,6172484760,N/A,N/A,"Po Box 961019
Boston, MA, United States 02196"
Heney Charitable Trust,43113143,2019,"$976,291 ","$55,088 ","$46,500 ",N/A,6174220064,N/A,N/A,"141 Tremont Street 200
Boston, MA, United States 021111209"
"Horton Family Foundation, Inc.",222859557,2020,"$395,790 ","$24,991 ","$19,392 ",N/A,9145228154,N/A,N/A,"44 Indian Trail
Brookfield, CT, United States 06804"
"Howard Family Foundation, Inc.",161589334,2018,"$330,742 ","$20,105 ","$17,250 ",N/A,3092435663,N/A,http://www.howardfamilyfoundation.org,"2645 W Marion Ave 312
Punta Gorda, FL, United States 33950"
Jacob Beidler & Deborah Witzburg Charitable Foundation,463741665,2020,"$770,940 ","$27,027 ","$26,850 ",N/A,3129223792,N/A,N/A,"53 W Jackson Blvd No 530
Chicago, IL, United States 60604"
Jacob Bluestein Foundation,136116536,2020,"$2,008,335 ","$139,318 ","$127,000 ",N/A,2127243223,N/A,N/A,"115 CENTRAL PARK WEST Suite 6TH FL
New York City, NY, United States 10023"
Joan and Leonard Engle Family Foundation,222751779,2020,"$1,909,937 ","$143,871 ","$123,750 ",N/A,4014547600,N/A,N/A,"54 Wingate Road
Providence, RI, United States 02906"
"John and Maria Doukas Foundation, Inc.",43250398,2017,$0 ,"$185,018 ","$182,000 ",N/A,617-523-8635,N/A,N/A,"6 Beacon St., No. 600
Boston, MA, United States 02108-3829"
John P. and Kelley A. Joseph Family Foundation,266665127,2020,"$1,304,606 ","$79,593 ","$67,850 ",N/A,5086853100,N/A,N/A,"106 Fox Run Rd
Bolton, MA, United States 01740"
Joseph F. & Edna Slavik Foundation,382744923,2018,"$650,860 ","$26,610 ","$20,000 ",N/A,2396765797,N/A,N/A,"27340 Oak Knoll Dr
Bonita Springs, FL, United States 34134-8739"
Joseph R. and Helen Shaker Family Foundation,363572999,2020,"$29,594 ","$114,933 ","$70,070 ",N/A,7083580226,N/A,http://www.shaker.com/about/philanthropy,"1100 W Lake Street
Oak Park, IL, United States 60301"
"Kent-Lucas Foundation, Inc.",237010084,2015,"$3,232,492 ","$174,040 ","$159,350 ",N/A,(302) 478-4383,N/A,N/A,"101 Springer Bldg.
Wilmington, DE, United States 19810-4811"
Kinder Charitable Foundation,341500608,2019,"$508,695 ","$29,644 ","$26,000 ",N/A,3307591180,N/A,N/A,"2012 Crestwood Boulevard
Youngstown, OH, United States 44505"
Komarek Charitable Trust,476141512,2020,"$1,438,651 ","$101,029 ","$75,200 ",N/A,8887304933,N/A,N/A,"6325 S Rainbow Blvd Ste 300
Las Vegas, NV, United States 89118"
Lichterman-Loewenberg Foundation,626048265,2019,"$5,833,714 ","$310,622 ","$255,217 ",N/A,9017440400,N/A,N/A,"P O Box 6
Memphis, TN, United States 38101"
"Louis & Lena Minkoff Foundation, Inc.",116078778,2019,"$18,260 ","$66,630 ","$60,035 ",N/A,N/A,N/A,N/A,"4310 Sheridan Street
Hollywood, FL, United States 33021"
Louis F. & Mary A. Tagliatela Family Foundation,61482333,2019,"$5,715,880 ","$236,557 ","$172,700 ",N/A,2036244196,N/A,N/A,"1621 State St.
New Haven, CT, United States 06511-1411"
Mary G. Voght Trust,46555019,2020,"$170,806 ","$18,697 ","$14,850 ",N/A,8777731229,N/A,N/A,"5 Commerce Park North-Wealth
Bedford, NH, United States 03110"
Mattlin Foundation,316027872,2019,"$2,938,525 ","$128,710 ","$122,600 ",N/A,6145574781,N/A,N/A,"241 S. Parkview Ave.
Columbus, OH, United States 43209"
Miller Foundation,237179615,2018,"$109,064 ","$6,653 ","$5,000 ",N/A,9179690011,N/A,N/A,"12 Mohawk Street
Rye, NY, United States 10580"
Morris Kesselman & Rita Kesselman Foundation Trust,237131707,2020,"$159,693 ","$22,162 ","$20,500 ",N/A,7813678538,N/A,N/A,"19 St James Drive
Palm Beach Gardens, FL, United States 33418"
Nationwide Foundation,316022301,2019,"$82,392,818 ","$40,728,546 ","$40,620,556 ","$40,620,556 ",(614) 249-4310, jill.hile@nationwide.com,http://www.nationwide.com/about-us/c...,"One West Nationwide Blvd. 1-03-404
Columbus, OH, United States 43215-2220"
Neil & Sandra Defeo Family Foundation,266141110,2019,"$4,823,805 ","$308,390 ","$260,750 ",N/A,2032472795,N/A,N/A,"4067 Shell Road
Sarasota, FL, United States 34242"
New Prospect Foundation,237032384,2018,N/A,"$1,342,684 ","$1,330,663 ",N/A,8473282288,N/A,N/A,"1603 Orrington Ave
Evanston, IL, United States 60201"
Nulman Foundation,46112883,2019,"$767,075 ","$71,549 ","$66,500 ",N/A,4013310102,N/A,N/A,"8 Florence Road
Narragansett, RI, United States 02882"
"Oppenheim Family Fund, Inc.",136158857,2019,"$14,356,258 ","$870,542 ","$708,693 ",N/A,2128403456,N/A,N/A,"1375 Broadway
New York City, NY, United States 10018-7086"
Piacentile Family Foundation,900370450,2019,"$1,242,854 ","$42,737 ","$37,206 ",N/A,2017820770,N/A,N/A,"25 Angela Ct.
Woodcliff Lake, NJ, United States 07677"
"Poduska Family Foundation, Inc.",43235379,2020,$0 ,"$77,802 ","$63,500 ",N/A,7818933964,N/A,N/A,"45 Autumn Road
Weston, MA, United States 02493"
R. & H. Healy Foundation,205477954,2019,"$3,162,383 ","$377,005 ","$318,161 ",N/A,6466827127,N/A,N/A,"799 PARK AVENUE No 17-A
New York City, NY, United States 10021"
Ralph B. Rogers Foundation,203452395,2020,"$11,238,296 ","$209,751 ","$140,000 ",N/A,9723923202,N/A,N/A,"13901 Midway Rd Suite 102-212
Dallas, TX, United States 75244"
"Ram Foundation, Inc.",650194739,2018,"$1,294,004 ","$98,806 ","$52,666 ",N/A,4076188622,N/A,N/A,"1900 Summit Twr. Blvd., No. 260
Orlando, FL, United States 32810"
"Samuel and Ellen Phelan Family Foundation, Inc.",800026536,2019,"$1,520,902 ","$32,291 ","$27,945 ",N/A,5185375200,N/A,N/A,"137 Read Rd
Red Hook, NY, United States 12571"
Shelley and Donald Meltzer Family Foundation,262419063,2019,"$123,715 ","$160,474 ","$153,915 ",N/A,2036228723,N/A,N/A,"18 Meadowcroft Lane
Greenwich, CT, United States 06830"
SNAVE Foundation,236928009,2019,"$9,659,762 ","$476,698 ","$460,900 ",N/A,6178721688,N/A,N/A,"37 Englewood Rd
Winchester, MA, United States 01890"
The 1156 Foundation,466731126,2019,"$4,897,911 ","$658,666 ","$619,200 ",N/A,2127519100,N/A,N/A,"C/O Wsb 1411 Broadway 9th Fl
New York City, NY, United States 10018"
The Andrew and Lisa Rodman Foundation,861121496,2020,"$287,203 ","$38,800 ","$27,050 ",N/A,9147259386,N/A,N/A,"215 Nightingale Trail
Palm Beach, FL, United States 33480"
The Barbara Goodman Raho Thank You Urbn Family Foundation Inc,274094053,2019,N/A,"$590,573 ","$576,875 ",N/A,8008391754,N/A,N/A,"Foundation Source 501 Silverside Rd
Wilmington, DE, United States 19809-1377"
The Blum Family Foundation,621871174,2019,"$2,352,677 ","$454,927 ","$422,059 ",N/A,6153834965,N/A,N/A,"909 Bowring Pk.
Nashville, TN, United States 37215-2456"
"The Buhrmaster Family Foundation, Inc.",263885409,2020,"$993,759 ","$69,065 ","$47,950 ",N/A,9413643338,N/A,N/A,"11618 Useppa Court
Naples, FL, United States 34110"
The Clark Hunter Foundation,201949108,2019,"$4,610,001 ","$240,672 ","$205,751 ",N/A,(800) 354-3105,N/A,N/A,"436 Seventh Avenue Koppers Building
Pittsburgh, PA, United States 15219"
The Cosel-Pieper Family Foundation,208543570,2020,"$484,127 ","$27,281 ","$22,100 ",N/A,6316925758,N/A,N/A,"4 Ring Neck Ridge
Lloyd Harbor, NY, United States 11743"
The Elliott & Harriet Goldstein Private Foundation,376456099,2019,"$9,734,319 ","$1,565,773 ","$991,513 ",N/A,6157831446,N/A,N/A,"40 Burton Hills Blvd No 300
Nashville, TN, United States 37215"
The George and Judith Handjinicolaou Foundation,541965291,2019,"$257,324 ","$11,019 ",N/A,N/A,N/A,N/A,N/A,"6639 Madison Mclean Drive
McLean, VA, United States 22101"
The Grubman Compton Foundation,133936474,2020,"$977,834 ","$727,842 ","$722,720 ",N/A,2126971000,N/A,N/A,"529 Fifth Avenue
New York City, NY, United States 10017"
The Julie and Dennis Murphy Family Foundation,206055343,2019,"$605,526 ","$143,235 ","$140,760 ",N/A,9784561210,N/A,N/A,"Po Box 77
Still River, MA, United States 01467"
The Leslie S.T. Fang Foundation,266780102,2019,"$1,343,770 ","$112,601 ","$28,658 ",N/A,6179736224,N/A,http://lesliefangfoundation.org,"Prudential Tower 800 Boylston St
Boston, MA, United States 02199"
The Malkenson Foundation,134166784,2018,"$728,090 ","$150,581 ","$143,340 ",N/A,6464837499,N/A,N/A,"PO Box 1110
East Quogue, NY, United States 11942-1110"
The Matthew Korn and Cynthia Miller Family Foundation,841721572,2018,"$3,072,109 ","$326,035 ","$302,513 ",N/A,(703) 848-9439,N/A,N/A,"848 Alvermar Ridge Dr.
McLean, VA, United States 22102-1435"
The Maynard Family Foundation,341750527,2019,"$1,147,005 ","$318,566 ","$269,850 ",N/A,3307336291,N/A,N/A,"P.O. Box 277
Mogadore, OH, United States 44260"
"The Obernauer Foundation, Inc.",956149147,2018,"$4,743,266 ","$298,179 ","$240,540 ",N/A,(212) 681-1900,N/A,N/A,"60 E. 42nd St., Ste. 1912
New York City, NY, United States 10165"
The Scotts Miracle-Gro Foundation,611794169,2019,"$297,130 ","$2,670,038 ","$2,522,723 ",N/A,9376440011,N/A,https://scottsmiraclegro.com/respons...,"14111 Scottslawn Rd.
Marysville, OH, United States 43041"
The Suskram Family Foundation,133941827,2014,$0 ,"$10,497 ","$10,075 ",N/A,N/A,N/A,N/A,"45 Sutton Pl. S., Apt. 3L
New York City, NY, United States 10022"
The Warburg Pincus Foundation,134148834,2019,"$128,731 ","$2,365,711 ","$2,358,572 ",N/A,2128320400,N/A,https://warburgpincus.com/responsibi...,"450 Lexington Avenue No 32nd F
New York City, NY, United States 10017"
Timken Family Charitable Trust,346922439,2020,"$1,199,412 ","$64,459 ","$62,500 ",N/A,3304521144,N/A,N/A,"c/o 200 Market Ave N Room 210
Canton, OH, United States 44702"
Topfer Family Foundation,742961304,2019,"$30,718,006 ","$3,001,149 ","$2,296,607 ",N/A,5123296600, info@topferfoundation.org,http://www.topferfamilyfoundation.org,"3600 N Capital of Texas Hwy
Austin, TX, United States 78746"
Turkanis Family Foundation,208678978,2018,"$384,128 ","$36,743 ","$30,271 ",N/A,8008391754,N/A,N/A,"501 Silverside Rd., Ste. 123
Wilmington, DE, United States 19809-1377"
"Withington Foundation, Inc.",223291812,2019,"$19,785,661 ","$1,263,688 ","$1,018,800 ",N/A,2155919573,N/A,N/A,"7029 Sheaff Lane
Fort Washington, PA, United States 19034"
WRG Foundation,133407905,2019,"$12,732,151 ","$701,460 ","$620,450 ",N/A,5033520284,N/A,N/A,"Co Byron Grant 9045 Nw Kaiser R
Portland, OR, United States 97231"
"Yu-Lo Charitable Foundation, Inc.",651250335,2019,"$3,098,597 ","$14,718 ","$9,150 ",N/A,7725457102,N/A,N/A,"493 S. Beach Rd.
Hobe Sound, FL, United States 33455-2710"
Zimmerman Shleifer Charitable Foundation,276202703,2019,"$12,642,381 ","$1,010,000 ","$1,000,000 ",N/A,7814448400,N/A,N/A,"888 Boylston Street
Boston, MA, United States 02199"
Select Equity Group Foundation,137221529,2020,"$5,028,826 ","$5,728,899 ","$5,313,181 ",N/A,2124758335, rwilson@selectequity.com,https://www.selectequity.com/foundat...,"380 Lafayette Street 6th Floor
New York City, NY, United States 100036933"
The McConnell Family Foundation,200914341,2019,"$2,424 ","$17,785 ","$11,597 ",N/A,7817405000,N/A,N/A,"175 Derby Street Suite 36
Hingham, MA, United States 020434058"
Pohlad Family Foundation,411768558,2019,"$124,163,184 ","$12,808,364 ","$11,200,574 ",N/A,6126613700, eweber@pohladfoundation.org,http://pohladfoundation.org/,"60 South Sixth Street
Minneapolis, MN, United States 55402"
Sami and Annie Totah Family Foundation,522081895,2019,"$4,077,591 ","$227,777 ","$193,670 ",N/A,2407443600,N/A,N/A,"8556 16th St., Ste. 711
Silver Spring, MD, United States 20910"
Kaleidoscope Foundation,911874926,2019,"$2,727,476 ","$400,008 ","$355,281 ",N/A,2068547100,N/A,N/A,"1100 Bellevue Way Ne
Bellevue, WA, United States 98004"
RSC Foundation Inc.,208106954,2018,"$19,384 ","$64,850 ","$59,750 ",N/A,(617) 330-5724,N/A,N/A,"160 Federal St.
Boston, MA, United States 02110"
Louis P. Singer Fund Inc.,136077788,2020,"$1,209,164 ","$70,821 ","$63,701 ",N/A,8009626876,N/A,N/A,"C/O Market Street Trust Company 2 I
Portsmouth, NH, United States 03801"
Port Family Foundation,232777280,2020,"$483,977 ","$25,947 ","$25,300 ",N/A,8146967671,N/A,N/A,"125 Summit Drive
Hollidaysburg, PA, United States 16648"
"The John B. and Marguerite M. Owens Charitable Foundation, Inc.",521611265,2019,"$250,145 ","$14,645 ","$12,000 ",N/A,4107278619,N/A,N/A,"1217 Berwick Road
Towson, MD, United States 21204"
"Evelyn & Louis Grossman Fund, Inc.",116015471,2019,"$814,169 ","$32,138 ","$31,030 ",N/A,7812354874,N/A,N/A,"9 Yarmouth Road
Wellesley, MA, United States 02481-1233"
The Rosencrans Family Foundation Inc.,61469013,2020,"$440,842 ","$27,892 ","$24,780 ",N/A,N/A,N/A,N/A,"15 Quaker Lane
Greenwich, CT, United States 068312910"
BBVA Charity,261615917,2020,"$326,045 ","$1,153,641 ","$1,153,641 ","$953,976 ",7138317494,N/A,N/A,"PO Box 10566 MAILCODE AL BI CH TXA
Birmingham, AL, United States 35296"
Salesforce.com/Foundation,943347800,2020,"$305,427,823 ","$22,919,160 ","$22,678,887 ",N/A,8669240450, foundation@salesforce.com,https://www.salesforce.com/company/p...,"Salesforce West
San Francisco, CA, United States 94105"
Waltham West Suburban Chamber of Commerce Foundation Inc.,43375934,2020,"$13,544 ","$2,060 ","$1,200 ",N/A,7818944700,N/A,N/A,"84 South Street
Waltham, MA, United States 024533537"
The M. B. Lewis Charitable Foundation,521557778,2020,"$650,224 ","$11,076 ","$10,230 ",N/A,3017701538,N/A,N/A,"2829 Connecticut Ave 304
Washington, DC, United States 20008"
Ezesoft Charity Fund Corporation,203609916,2018,"$31,555 ","$75,713 ",N/A,N/A,6173161100,N/A,N/A,"12 FARNSWORTH ST
Boston, MA, United States 02210"
Roslyn and Joseph Perlman Foundation,10756986,2019,"$1,413,572 ","$106,641 ","$95,454 ",N/A,8472661960,N/A,N/A,"430 Clavey Ln.
Highland Park, IL, United States 60035-4531"
"Sylvester Memorial Fund, Inc.",46047069,2019,"$255,003 ","$14,241 ","$11,444 ",N/A,7817490058,N/A,N/A,"201 Linden Ponds
Hingham, MA, United States 02043"
Alexander C. & Tillie S. Speyer Foundation,256051650,2019,"$5,630,175 ","$568,143 ","$367,512 ",N/A,4122817225,N/A,N/A,"3700 South Water Street
Pittsburgh, PA, United States 15203"
Orix Foundation,800339763,2020,"$785,981 ","$2,602,769 ","$2,483,271 ",N/A,2142372000, info@orixfoundation.org,http://orixfoundation.org,"2001 Ross Avenue Suite 1900
Dallas, TX, United States 75201"
Rasmuson Foundation,916340739,2019,"$699,853,535 ","$32,813,094 ","$21,383,362 ",N/A,9072972700, rasmusonfdn@rasmuson.org,WWW.RASMUSON.ORG,"301 W Northern Lights Blvd No 601
Anchorage, AK, United States 99503"
Saul O. Sidore Memorial Foundation,237124593,2019,"$1,146,303 ","$101,703 ","$99,571 ",N/A,(603) 935-9445,N/A,N/A,"15 Gleneagle Dr.
Bedford, NH, United States 03110-5615"
The S&P Global Foundation,273655593,2020,"$18,002,301 ","$11,150,308 ","$10,942,630 ",N/A,2124383389, cr@spglobal.com,N/A,"55 Water Street
New York City, NY, United States 10041"
The John H. & Susan T. Buck Charitable Foundation,222870934,2019,"$2,409 ","$7,497 ","$6,050 ",N/A,9789224254,N/A,N/A,"155 Hart St.
Beverly Farms, MA, United States 01915"
Godshalk Family Charitable Foundation,204005085,2020,"$309,692 ","$16,015 ","$12,500 ",N/A,6175236531,N/A,N/A,"Lwc 230 Congress St 12fl
Boston, MA, United States 02110"
Florence H. and Samuel E. Mintz Charitable Trust,222779694,2019,"$184,921 ","$19,845 ","$12,848 ",N/A,6179971214,N/A,N/A,"5 Putnam Street
Charlestown, MA, United States 02129"
The Albert & Judith Goldberg Foundation,43293593,2016,"$2,393,072 ","$96,524 ","$92,240 ",N/A,N/A,N/A,N/A,"209 W. Central St., Ste. 202
Natick, MA, United States 01760-3716"
Raymond J. and Sally J. Allen Charities Ltd.,363311158,2020,"$95,777 ","$10,460 ","$10,280 ",N/A,6306543004,N/A,N/A,"1017 35th Street
Oak Brook, IL, United States 605232765"
Eleanore Bennett Charitable Trust II,300088372,2020,"$5,546,725 ","$311,811 ","$136,500 ",N/A,7818930909,N/A,http://bennettfoundation.org/,"51 Sawyer Road No 340
Waltham, MA, United States 02453"
H. K. and P. G. Smith Charitable Foundation,426626753,2019,"$304,810 ","$15,350 ","$10,029 ",N/A,8888663275,N/A,N/A,"P.O. Box 1802
Providence, RI, United States 02901-1802"
James M. & Melinda A. Rabb Charitable Foundation,222876998,2018,"$3,700,969 ","$23,677 ",$0 ,N/A,7818994445,N/A,N/A,"10 Possum Rd.
Weston, MA, United States 02493-2318"
Mattleman Family Foundation,232871138,2020,"$116,786 ","$18,914 ","$13,886 ",N/A,2153693234,N/A,N/A,"241 S 6th St No 2401
Philadelphia, PA, United States 19106"
"Parker Davidson Family Foundation, Inc.",463044259,2020,"$17,630 ","$28,846 ","$27,035 ",N/A,2125714489,N/A,N/A,"55 Hudson Street
New York City, NY, United States 10013"
BNSF Railway Foundation,261635887,2019,"$12,850,516 ","$9,626,798 ","$9,527,607 ",N/A,8178676250, BNSFFoundation@bnsf.com,http://www.bnsffoundationg/giving...,"2650 Lou Menk Dr.
Fort Worth, TX, United States 76131-2830"
Democracy Works,770643932,2020,"$9,465 ","$11,594 ","$11,017 ",N/A,2067215672,N/A,N/A,"4802 S Othello St
Seattle, WA, United States 981183851"
Fels Family Foundation,200477156,2020,"$24,498,991 ","$1,035,941 ","$1,027,450 ",N/A,5087919502,N/A,N/A,"333 Shrewsbury St
Worcester, MA, United States 01604"
Paul & Elaine Chervinsky Charitable Foundation,43214315,2020,"$5,120,888 ","$128,596 ","$79,085 ",N/A,6179656323,N/A,N/A,"31 Magnolia Street
Newton, MA, United States 02458"
Payson Family Foundation,860842222,2018,"$77,128 ","$9,340 ","$2,500 ",N/A,5204713695,N/A,N/A,"8825 N 23rd Ave Ste 100
Phoenix, AZ, United States 85021"
The Samuel Salmanson Foundation,592466060,2020,"$289,019 ","$23,129 ","$13,741 ",N/A,6175107000,N/A,N/A,"160 Boylston Street 1205
Chestnut Hill, MA, United States 02467"
Western Asset Management Company Charitable Foundation,202589546,2019,"$1,121,440 ","$926,314 ","$917,584 ",N/A,6268449400,N/A,N/A,"385 E. Colorado Blvd.
Pasadena, CA, United States 91101"
"The Otter Foundation, Inc.",133946357,,N/A,N/A,N/A,N/A,6177229990,N/A,N/A,"120 Water St., 5th Fl.
Boston, MA, United States 02109"
"AHEPA Haverhill Foundation, Inc.",43508225,2019,"$4,144 ",N/A,"$2,000 ",N/A,9784690276,N/A,N/A,"40 Buttonwoods Ave
Haverhill, MA, United States 01832"
Blackey Family Foundation Inc.,43453516,2019,$0 ,"$35,662 ","$31,434 ",N/A,9787588900,N/A,N/A,"5 Faxon Drive
Stow, MA, United States 01775"
Eric J. Drobinski Memorial,300121127,2020,"$57,025 ","$3,647 ","$3,000 ",N/A,9784433526,N/A,N/A,"94 Woodside Rd
Sudbury, MA, United States 017763002"
Haven Trust,46053996,2018,"$103,232 ","$194,825 ","$181,150 ",N/A,6172278660,N/A,N/A,"50 Congress St., Rm. 800
Boston, MA, United States 02109-4034"
Roberts Charitable Foundation,208120421,2020,"$24,983 ","$2,736 ","$2,200 ",N/A,2513428000,N/A,N/A,"3664 Dauphin Street
Mobile, AL, United States 36608"
The American Home Foundation,472620307,2020,"$6,725,703 ","$713,873 ","$696,750 ",N/A,6142609775,N/A,N/A,"612 Founders Lane
Granville, OH, United States 43023"
The Heitler Fund,846021054,2020,"$81,072 ","$137,717 ",N/A,N/A,3038618700,N/A,N/A,"1410 Grant Street
Denver, CO, United States 80203"
"The Len and Laura Berlik Foundation, Inc.",260603170,2018,"$509,107 ","$111,305 ","$100,800 ",N/A,(609) 280-6274,N/A,N/A,"174 NASSAU STREET NO 106
Princeton, NJ, United States 085423226"
DeShano Community Foundation,382902743,2019,"$1,237,136 ","$225,656 ","$214,496 ",N/A,9894260670,N/A,N/A,"P O. Box 539
Gladwin, MI, United States 48624"
Feinstein Family Fund,50474981,2019,"$2,813,999 ","$247,000 ","$247,000 ",N/A,4014675155,N/A,N/A,"41 Alhambra Circle
Cranston, RI, United States 02905"
Fund for Innovation and Public Service,133384072,2019,"$7,155,220 ","$404,794 ","$402,585 ",N/A,7035278300,N/A,N/A,"1200 North Nash Street
Arlington, VA, United States 22209"
The Gero Family Charitable Foundation,266448219,2020,"$439,923 ","$57,417 ","$56,854 ",N/A,9143325393,N/A,N/A,"180 East End Avenue Apt 9f
New York City, NY, United States 10128"
Intel Foundation,943092928,2020,"$82,014,242 ","$35,712,702 ","$35,697,689 ",N/A,5036968080, intel.foundation@intel.com,http://www.intel.com/foundation,"3100 Ne Shute Road
Hillsboro, OR, United States 97124"
Ben D. Spagolio Charitable Tr,137345617,2019,"$304,594 ","$16,707 ","$14,175 ",N/A,5706221811,N/A,N/A,"Po Box 1280
Pottsville, PA, United States 17901-7280"
Barr Charitable Trust,363558730,2020,"$813,189 ","$40,223 ","$29,950 ",N/A,6175236531,N/A,N/A,"230 Congress Street
Boston, MA, United States 021102437"
"Cinnabelle & Benjamin Esterman Foundation, Inc.",43284834,2020,"$977,473 ","$48,487 ","$42,000 ",N/A,6178764499,N/A,N/A,"125 Antrim Street
Cambridge, MA, United States 02139"
Community Foundation of Greater Des Moines,426139033,2017,"$472,029,490 ","$43,457,253 ","$30,388,245 ","$30,388,245 ",(515) 883-2626, info@desmoinesfoundation.org,http://www.desmoinesfoundation.org,"1915 Grand Ave
Des Moines, IA, United States 50309"
Jamakepe Foundation,261605129,2019,"$194,457 ","$63,724 ","$54,325 ",N/A,2122568513,N/A,N/A,"767 Fifth Avenue, 12th Floor
New York City, NY, United States 10153"
"John W. Daniels, Jr. & Valerie Daniels-Carter Charitable Trust",396615293,2020,"$319,977 ","$26,507 ","$23,700 ",N/A,4143659003,N/A,N/A,"6933 West Brown Deer Road
Milwaukee, WI, United States 53223"
Lee and Marvin Traub Charitable Fund,137267366,2019,"$206,755 ","$46,569 ","$42,960 ",N/A,2129860892,N/A,N/A,"524 East 72nd Street
New York City, NY, United States 10023"
"Maritz Holdings, Inc. Contributions Program",N/A,,N/A,N/A,N/A,N/A,(636) 827-4000, debbie.schirmer@maritz.com,https://www.maritz.com/Giving-Guidelines,"1375 N. Hwy. Dr.
Fenton, MO, United States 63099-1929"
"McKee Foundation, Inc.",356044322,2020,"$144,253 ","$7,415 ","$6,875 ",N/A,3172576376,N/A,N/A,"1411 W 52nd Street
Indianapolis, IN, United States 46228"
N. Silverstein Charitable Foundation,46579822,2016,$0 ,"$146,406 ","$145,238 ",N/A,7814443807,N/A,N/A,"77 Florence Street
Chestnut Hill, MA, United States 02467-1971"
Palmer and Jane D. Davenport Foundation,207210080,2020,"$2,066,069 ","$53,109 ","$40,000 ",N/A,3125571672,N/A,http://www.davenportfoundation.org,"C/O Northern Trust Po Box 803878
Chicago, IL, United States 60680"
"Phillips-Green Foundation, Inc.",133334090,2020,"$381,628 ","$44,518 ","$42,000 ",N/A,5084872707,N/A,N/A,"Po Box 654
Truro, MA, United States 02666"
Robert F. Stoico/FIRSTFED Charitable Foundation,43343529,2020,"$14,621,464 ","$1,544,732 ","$1,231,610 ",N/A,5082351368, Cecilia@stoicofirstfed.org,http://www.stoicofirstfed.org,"Po Box 438
Swansea, MA, United States 02777"
Rocking Chair Foundation,133639647,2020,"$434,520 ","$54,988 ","$45,910 ",N/A,2124902626,N/A,N/A,"145 Central Park West
New York City, NY, United States 10023"
Samuel P. Mandell Foundation,236274709,2019,"$24,280,541 ","$2,595,634 ","$1,780,500 ",N/A,2159793400,N/A,N/A,"1818 Market Street No 2920
Philadelphia, PA, United States 19103"
Sedgwick Family Charitable Ag-Ta 20-1017140,346958569,2019,"$3,695,644 ","$193,401 ","$164,983 ",N/A,2166895736,N/A,N/A,"Keybank, 4900 Tiedeman Rd. Oh-01-49-0150
Brooklyn, OH, United States 44144-2302"
The Andrew Deluca Charitable Foundation,206075149,2019,"$620,847 ","$38,479 ","$32,932 ",N/A,4014271616,N/A,N/A,"9 Cole Dr.
Medfield, MA, United States 02052-3341"
The Bronfman Youth Fellowships in Israel Inc.,141836083,2018,"$797,667 ","$1,656,775 ","$9,750 ",N/A,(518) 475-7212,N/A,http://bronfman.org,"418 Broadway 2nd Floor
Albany, NY, United States 12207"
"The Fan Fox and Leslie R. Samuels Foundation, Inc.",133124818,2019,"$179,625,184 ","$8,019,500 ","$5,149,207 ",N/A,2122393030, info@samuels.org,http://www.samuels.org,"275 Madison Ave., 31st Fl.
New York City, NY, United States 10016-1116"
The Fletcher Jones Foundation,237030155,2019,"$156,341,709 ","$7,880,943 ","$6,400,800 ",N/A,6262044012,N/A,http://www.fletcherjonesfdn.org,"1055 E Colorado Boulevard No 5th
Pasadena, CA, United States 91106"
The Forst Foundation,237685957,2020,"$9,360,743 ","$403,585 ","$387,025 ",N/A,2158814639,N/A,N/A,"601 Office Center Drive No 300
Fort Washington, PA, United States 19034"
"The Hayward Foundation, Inc.",61469075,2019,"$425,411 ","$43,749 ","$41,177 ",N/A,2036375953,N/A,N/A,"72 Winthrop Drive
Riverside, CT, United States 06878"
The Horner Foundation,260697610,2019,"$6,014,830 ","$610,914 ","$506,585 ",N/A,6096899700, HornerEd@gmail.com,http://thehornerfoundation.org,"610 W Germantown Pike No 400
Plymouth Meeting, PA, United States 19462"
